"","","/都市間移動者数・その他","転入超過数","転入超過数","転入超過数","転入超過数","転入超過数","転入超過数","転入超過数","転入超過数","転入超過数"
"日本人移動者","千葉県郡部","","5","-714","-293","18","-341","-135","-13","-373","-158"
"日本人移動者","千葉市","","414","910","153","244","390","35","170","520","118"
"日本人移動者","銚子市","","-60","-237","-95","-26","-92","-52","-34","-145","-43"
"日本人移動者","市川市","","368","2,699","511","185","1,367","45","183","1,332","466"
"日本人移動者","船橋市","","505","1,513","571","313","676","204","192","837","367"
"日本人移動者","館山市","","-51","-66","-38","-39","-5","-15","-12","-61","-23"
"日本人移動者","木更津市","","49","-22","138","49","2","65","0","-24","73"
"日本人移動者","松戸市","","248","931","174","121","340","132","127","591","42"
"日本人移動者","野田市","","32","-187","-84","31","-95","-36","1","-92","-48"
"日本人移動者","茂原市","","-55","-121","-105","-45","-64","-42","-10","-57","-63"
"日本人移動者","成田市","","226","329","-638","89","41","-374","137","288","-264"
"日本人移動者","佐倉市","","-29","-115","-279","-17","-28","-92","-12","-87","-187"
"日本人移動者","東金市","","47","-226","-85","14","-138","-52","33","-88","-33"
"日本人移動者","旭市","","-43","-65","-35","-38","-16","-4","-5","-49","-31"
"日本人移動者","習志野市","","406","67","52","322","-80","50","84","147","2"
"日本人移動者","柏市","","255","679","497","150","328","191","105","351","306"
"日本人移動者","勝浦市","","162","-270","-24","129","-211","-11","33","-59","-13"
"日本人移動者","市原市","","113","-258","-350","108","-84","-163","5","-174","-187"
"日本人移動者","流山市","","91","362","850","45","180","334","46","182","516"
"日本人移動者","八千代市","","48","132","99","5","40","77","43","92","22"
"日本人移動者","我孫子市","","26","-117","-8","9","-71","-17","17","-46","9"
"日本人移動者","鴨川市","","25","21","-60","13","7","5","12","14","-65"
"日本人移動者","鎌ケ谷市","","36","37","33","23","-3","31","13","40","2"
"日本人移動者","君津市","","123","-160","-205","132","-75","-111","-9","-85","-94"
"日本人移動者","富津市","","-4","-119","-119","24","-54","-72","-28","-65","-47"
"日本人移動者","浦安市","","221","1,058","-280","62","547","-168","159","511","-112"
"日本人移動者","四街道市","","-26","-70","102","-31","-36","44","5","-34","58"
"日本人移動者","袖ケ浦市","","0","52","86","19","69","61","-19","-17","25"
"日本人移動者","八街市","","-73","-199","-135","-41","-80","-80","-32","-119","-55"
"日本人移動者","印西市","","229","-427","175","143","-272","84","86","-155","91"
"日本人移動者","白井市","","-61","-131","-145","-45","-78","-72","-16","-53","-73"
"日本人移動者","富里市","","10","-103","-72","12","-56","-22","-2","-47","-50"
"日本人移動者","南房総市","","-75","-107","-14","-35","-44","-16","-40","-63","2"
"日本人移動者","匝瑳市","","-33","-101","-31","-25","-57","-26","-8","-44","-5"
"日本人移動者","香取市","","-63","-201","-119","-39","-89","-49","-24","-112","-70"
"日本人移動者","山武市","","-36","-184","-80","-25","-79","-43","-11","-105","-37"
"日本人移動者","いすみ市","","-32","-121","-58","-8","-43","-38","-24","-78","-20"
"日本人移動者","大網白里市","","-19","-105","-55","-16","-52","-38","-3","-53","-17"
"日本人移動者","印旛郡","","150","-185","-95","93","-120","-46","57","-65","-49"
"日本人移動者","香取郡","","-33","-134","-21","-16","-50","-24","-17","-84","3"
"日本人移動者","山武郡","","-67","-147","-39","-29","-65","-8","-38","-82","-31"
"日本人移動者","長生郡","","-31","-159","-95","-20","-67","-41","-11","-92","-54"
"日本人移動者","夷隅郡","","-10","-57","-29","-12","-21","-12","2","-36","-17"
"日本人移動者","安房郡","","-4","-32","-14","2","-18","-4","-6","-14","-10"
"日本人移動者","東京都市部","","14,516","60,074","22,630","6,927","27,441","11,877","7,589","32,633","10,753"
"日本人移動者","東京都郡部","","-76","-138","-29","-20","-65","-23","-56","-73","-6"
"日本人移動者","特別区部","","8,951","57,606","24,677","4,136","26,670","12,939","4,815","30,936","11,738"
"日本人移動者","八王子市","","1,931","-1,550","-671","1,029","-940","-381","902","-610","-290"
"日本人移動者","立川市","","194","370","-92","77","262","32","117","108","-124"
"日本人移動者","武蔵野市","","177","571","114","65","231","53","112","340","61"
"日本人移動者","三鷹市","","283","576","103","167","247","104","116","329","-1"
"日本人移動者","青梅市","","3","-156","-303","-12","-83","-151","15","-73","-152"
"日本人移動者","府中市","","271","543","-269","146","431","-199","125","112","-70"
"日本人移動者","昭島市","","-18","108","28","-10","82","-30","-8","26","58"
"日本人移動者","調布市","","337","899","-60","142","358","-9","195","541","-51"
"日本人移動者","町田市","","280","-260","-360","146","-158","-221","134","-102","-139"
"日本人移動者","小金井市","","189","315","-69","110","89","-65","79","226","-4"
"日本人移動者","小平市","","383","30","-30","173","-2","3","210","32","-33"
"日本人移動者","日野市","","271","202","118","179","59","37","92","143","81"
"日本人移動者","東村山市","","105","21","-90","53","-34","-54","52","55","-36"
"日本人移動者","国分寺市","","219","459","48","77","219","31","142","240","17"
"日本人移動者","国立市","","177","113","-78","81","54","0","96","59","-78"
"日本人移動者","福生市","","20","25","-107","17","17","-58","3","8","-49"
"日本人移動者","狛江市","","90","320","12","46","115","31","44","205","-19"
"日本人移動者","東大和市","","4","-50","-31","1","-22","-1","3","-28","-30"
"日本人移動者","清瀬市","","44","11","-73","9","-12","-36","35","23","-37"
"日本人移動者","東久留米市","","46","-86","-34","1","-53","-20","45","-33","-14"
"日本人移動者","武蔵村山市","","16","-102","-65","16","-44","-40","0","-58","-25"
"日本人移動者","多摩市","","172","-36","-134","80","-48","-70","92","12","-64"
"日本人移動者","稲城市","","57","88","40","21","18","14","36","70","26"
"日本人移動者","羽村市","","70","-84","-67","77","-52","-24","-7","-32","-43"
"日本人移動者","あきる野市","","10","-158","-49","-10","-52","-13","20","-106","-36"
"日本人移動者","西東京市","","234","299","72","110","89","5","124","210","67"
"日本人移動者","西多摩郡","","15","-161","-71","16","-86","-44","-1","-75","-27"
"日本人移動者","大島支庁","","-31","-8","8","-15","-1","12","-16","-7","-4"
"日本人移動者","三宅支庁","","-4","-2","-3","-1","2","-3","-3","-4","0"
"日本人移動者","八丈支庁","","-44","22","30","-15","10","9","-29","12","21"
"日本人移動者","小笠原支庁","","-12","11","7","-5","10","3","-7","1","4"
"日本人移動者","神奈川県市部","","5,328","13,203","3,087","3,100","6,352","1,487","2,228","6,851","1,600"
"日本人移動者","神奈川県郡部","","-35","-584","-289","-25","-253","-154","-10","-331","-135"
"日本人移動者","横浜市","","1,836","6,761","1,471","982","3,387","799","854","3,374","672"
"日本人移動者","川崎市","","1,409","7,435","2,451","748","3,671","1,009","661","3,764","1,442"
"日本人移動者","相模原市","","417","337","-290","181","114","-18","236","223","-272"
"日本人移動者","横須賀市","","719","-985","-521","654","-688","-302","65","-297","-219"
"日本人移動者","平塚市","","152","-131","-167","99","-68","-50","53","-63","-117"
"日本人移動者","鎌倉市","","0","-57","-3","2","-64","4","-2","7","-7"
"日本人移動者","藤沢市","","267","101","168","173","57","67","94","44","101"
"日本人移動者","小田原市","","3","-119","-128","-37","-105","-13","40","-14","-115"
"日本人移動者","茅ヶ崎市","","-8","-166","-41","-15","-107","-8","7","-59","-33"
"日本人移動者","逗子市","","4","-89","-4","2","-59","-20","2","-30","16"
"日本人移動者","三浦市","","-22","-113","-95","-14","-44","-53","-8","-69","-42"
"日本人移動者","秦野市","","164","-266","-222","107","-107","-99","57","-159","-123"
"日本人移動者","厚木市","","97","14","-276","70","100","-180","27","-86","-96"
"日本人移動者","大和市","","142","578","585","86","317","289","56","261","296"
"日本人移動者","伊勢原市","","27","11","-183","17","2","-126","10","9","-57"
"日本人移動者","海老名市","","51","64","350","20","43","169","31","21","181"
"日本人移動者","座間市","","89","48","79","35","-3","41","54","51","38"
"日本人移動者","南足柄市","","-23","-147","-81","-3","-70","-28","-20","-77","-53"
"日本人移動者","綾瀬市","","4","-73","-6","-7","-24","6","11","-49","-12"
"日本人移動者","三浦郡","","-20","-110","-25","-17","-59","-13","-3","-51","-12"
"日本人移動者","高座郡","","-8","-38","15","-1","-10","2","-7","-28","13"
"日本人移動者","中郡","","-17","-132","-101","-12","-65","-53","-5","-67","-48"
"日本人移動者","足柄上郡","","1","-122","33","-3","-54","18","4","-68","15"
"日本人移動者","足柄下郡","","39","-74","-145","8","-14","-72","31","-60","-73"
"日本人移動者","愛甲郡","","-30","-108","-66","0","-51","-36","-30","-57","-30"
"日本人移動者","新潟県市部","","-1,264","-4,287","-974","-668","-1,813","-524","-596","-2,474","-450"
"日本人移動者","新潟県郡部","","-54","-316","-105","-16","-134","-54","-38","-182","-51"
"日本人移動者","新潟市","","-48","-1,030","-94","-59","-515","-63","11","-515","-31"
"日本人移動者","長岡市","","-153","-331","-133","-89","-97","-57","-64","-234","-76"
"日本人移動者","三条市","","-82","-252","-42","-58","-77","-24","-24","-175","-18"
"日本人移動者","柏崎市","","-78","-192","-87","-47","-49","-62","-31","-143","-25"
"日本人移動者","新発田市","","19","-233","-27","26","-118","-32","-7","-115","5"
"日本人移動者","小千谷市","","-48","-103","-53","-22","-36","-13","-26","-67","-40"
"日本人移動者","加茂市","","-22","-119","-27","-8","-66","-19","-14","-53","-8"
"日本人移動者","十日町市","","-102","-120","-35","-56","-42","-18","-46","-78","-17"
"日本人移動者","見附市","","-45","-87","-23","-25","-29","-6","-20","-58","-17"
"日本人移動者","村上市","","-90","-204","-81","-44","-95","-30","-46","-109","-51"
"日本人移動者","燕市","","-66","-191","35","-34","-87","26","-32","-104","9"
"日本人移動者","糸魚川市","","-59","-127","-44","-27","-57","-22","-32","-70","-22"
"日本人移動者","妙高市","","-25","-70","-78","-6","-43","-29","-19","-27","-49"
"日本人移動者","五泉市","","-41","-139","-57","-18","-54","-22","-23","-85","-35"
"日本人移動者","上越市","","-201","-427","-46","-95","-137","-29","-106","-290","-17"
"日本人移動者","阿賀野市","","-53","-140","-46","-31","-67","-14","-22","-73","-32"
"日本人移動者","佐渡市","","-32","-168","-16","-16","-80","-14","-16","-88","-2"
"日本人移動者","魚沼市","","-62","-139","-36","-32","-79","-27","-30","-60","-9"
"日本人移動者","南魚沼市","","-66","-140","-40","-34","-53","-17","-32","-87","-23"
"日本人移動者","胎内市","","-10","-75","-44","7","-32","-52","-17","-43","8"
"日本人移動者","北蒲原郡","","22","-44","-8","24","-24","-2","-2","-20","-6"
"日本人移動者","西蒲原郡","","-10","-34","-15","-4","-14","-3","-6","-20","-12"
"日本人移動者","南蒲原郡","","2","-63","-14","-5","-26","-9","7","-37","-5"
"日本人移動者","東蒲原郡","","-23","-44","-25","-9","-13","-15","-14","-31","-10"
"日本人移動者","三島郡","","-6","-15","-4","-4","-3","-1","-2","-12","-3"
"日本人移動者","南魚沼郡","","-10","-6","-1","-8","1","1","-2","-7","-2"
"日本人移動者","中魚沼郡","","-19","-68","-13","-11","-43","-11","-8","-25","-2"
"日本人移動者","刈羽郡","","1","-17","-7","4","-7","-5","-3","-10","-2"
"日本人移動者","岩船郡","","-11","-25","-18","-3","-5","-9","-8","-20","-9"
"日本人移動者","富山県市部","","-366","-968","-436","-183","-339","-202","-183","-629","-234"
"日本人移動者","富山県郡部","","-58","-209","-137","-22","-66","-63","-36","-143","-74"
"日本人移動者","富山市","","-35","-191","28","-17","-47","-8","-18","-144","36"
"日本人移動者","高岡市","","-100","-216","-167","-63","-80","-80","-37","-136","-87"
"日本人移動者","魚津市","","-16","-46","-24","-12","-6","-1","-4","-40","-23"
"日本人移動者","氷見市","","-51","-94","-91","-31","-46","-41","-20","-48","-50"
"日本人移動者","滑川市","","-18","-9","-3","-14","14","-10","-4","-23","7"
"日本人移動者","黒部市","","-11","-16","-75","13","-1","-37","-24","-15","-38"
"日本人移動者","砺波市","","-35","-32","-31","-22","-2","3","-13","-30","-34"
"日本人移動者","小矢部市","","-17","-67","-30","-12","-39","-28","-5","-28","-2"
"日本人移動者","南砺市","","-48","-104","-78","-25","-47","-25","-23","-57","-53"
"日本人移動者","射水市","","-35","-193","35","0","-85","25","-35","-108","10"
"日本人移動者","中新川郡","","-43","-104","-82","-18","-38","-32","-25","-66","-50"
"日本人移動者","下新川郡","","-15","-105","-55","-4","-28","-31","-11","-77","-24"
"日本人移動者","石川県市部","","683","-1,617","-357","549","-892","-243","134","-725","-114"
"日本人移動者","石川県郡部","","-121","-383","-143","-56","-204","-76","-65","-179","-67"
"日本人移動者","金沢市","","593","-573","-199","395","-389","-127","198","-184","-72"
"日本人移動者","七尾市","","-61","-99","-90","-38","-35","-52","-23","-64","-38"
"日本人移動者","小松市","","1","-104","-63","14","-38","-12","-13","-66","-51"
"日本人移動者","輪島市","","43","-172","-29","16","-84","-21","27","-88","-8"
"日本人移動者","珠洲市","","-22","-36","-31","-11","-11","-19","-11","-25","-12"
"日本人移動者","加賀市","","-54","-90","-105","-29","-23","-53","-25","-67","-52"
"日本人移動者","羽咋市","","-20","-58","-42","-2","-24","-22","-18","-34","-20"
"日本人移動者","かほく市","","19","-46","41","-2","-18","12","21","-28","29"
"日本人移動者","白山市","","-56","-220","37","-26","-82","-3","-30","-138","40"
"日本人移動者","能美市","","-40","-4","0","-19","28","-18","-21","-32","18"
"日本人移動者","野々市市","","280","-215","124","251","-216","72","29","1","52"
"日本人移動者","能美郡","","-6","-11","-8","-2","-6","-5","-4","-5","-3"
"日本人移動者","河北郡","","-37","-126","-33","-8","-87","-10","-29","-39","-23"
"日本人移動者","羽咋郡","","-35","-93","-65","-23","-32","-45","-12","-61","-20"
"日本人移動者","鹿島郡","","-14","-56","-26","-5","-23","-11","-9","-33","-15"
"日本人移動者","鳳珠郡","","-29","-97","-11","-18","-56","-5","-11","-41","-6"
"日本人移動者","福井県市部","","-320","-1,179","-313","-180","-569","-110","-140","-610","-203"
"日本人移動者","福井県郡部","","-56","-258","-102","-33","-99","-50","-23","-159","-52"
"日本人移動者","福井市","","-70","-380","2","-33","-213","41","-37","-167","-39"
"日本人移動者","敦賀市","","-56","-139","-54","-31","-53","-33","-25","-86","-21"
"日本人移動者","小浜市","","-24","-39","19","-19","-13","15","-5","-26","4"
"日本人移動者","大野市","","-17","-97","-64","-8","-55","-24","-9","-42","-40"
"日本人移動者","勝山市","","-24","-37","-38","-11","-11","-17","-13","-26","-21"
"日本人移動者","鯖江市","","-33","-67","31","-24","-42","16","-9","-25","15"
"日本人移動者","あわら市","","-14","-13","-46","-9","-6","-23","-5","-7","-23"
"日本人移動者","越前市","","-39","-155","-47","-15","-50","-37","-24","-105","-10"
"日本人移動者","坂井市","","-43","-252","-116","-30","-126","-48","-13","-126","-68"
"日本人移動者","吉田郡","","7","-68","-17","5","-29","-4","2","-39","-13"
"日本人移動者","今立郡","","-1","-3","-11","0","-2","-7","-1","-1","-4"
"日本人移動者","南条郡","","-7","-31","-19","-3","-18","-11","-4","-13","-8"
"日本人移動者","丹生郡","","-4","-55","-43","-1","-20","-14","-3","-35","-29"
"日本人移動者","三方郡","","-17","-16","3","-13","-7","2","-4","-9","1"
"日本人移動者","大飯郡","","-12","-15","2","-7","15","-11","-5","-30","13"
"日本人移動者","三方上中郡","","-22","-70","-17","-14","-38","-5","-8","-32","-12"
"日本人移動者","山梨県市部","","109","-1,915","-412","28","-849","-254","81","-1,066","-158"
"日本人移動者","山梨県郡部","","-7","-173","-13","8","-66","-1","-15","-107","-12"
"日本人移動者","甲府市","","182","-314","-29","112","-197","-67","70","-117","38"
"日本人移動者","富士吉田市","","-21","-161","-13","-17","-63","0","-4","-98","-13"
"日本人移動者","都留市","","206","-367","-69","75","-130","-28","131","-237","-41"
"日本人移動者","山梨市","","-36","-137","-19","-28","-55","-21","-8","-82","2"
"日本人移動者","大月市","","21","-151","-27","16","-65","-16","5","-86","-11"
"日本人移動者","韮崎市","","-12","-91","-19","-1","-39","-8","-11","-52","-11"
"日本人移動者","南アルプス市","","-37","-153","-50","-22","-47","-47","-15","-106","-3"
"日本人移動者","北杜市","","-51","-140","-64","-19","-74","-26","-32","-66","-38"
"日本人移動者","甲斐市","","-51","5","62","-41","13","53","-10","-8","9"
"日本人移動者","笛吹市","","-54","-144","-93","-27","-74","-44","-27","-70","-49"
"日本人移動者","上野原市","","21","-125","-48","10","-72","-26","11","-53","-22"
"日本人移動者","甲州市","","-37","-115","-57","-18","-44","-34","-19","-71","-23"
"日本人移動者","中央市","","-22","-22","14","-12","-2","10","-10","-20","4"
"日本人移動者","西八代郡","","-6","-67","-42","0","-37","-15","-6","-30","-27"
"日本人移動者","南巨摩郡","","-32","-121","-61","-26","-76","-47","-6","-45","-14"
"日本人移動者","中巨摩郡","","5","22","60","4","20","40","1","2","20"
"日本人移動者","南都留郡","","31","-20","27","32","21","16","-1","-41","11"
"日本人移動者","北都留郡","","-5","13","3","-2","6","5","-3","7","-2"
"日本人移動者","長野県市部","","-1,171","-2,162","-292","-586","-796","-98","-585","-1,366","-194"
"日本人移動者","長野県郡部","","-458","-1,017","-363","-265","-414","-179","-193","-603","-184"
"日本人移動者","長野市","","-248","-338","17","-126","-108","24","-122","-230","-7"
"日本人移動者","松本市","","-61","-120","82","8","4","29","-69","-124","53"
"日本人移動者","上田市","","-72","-250","-64","-45","-133","-63","-27","-117","-1"
"日本人移動者","岡谷市","","-40","-61","-27","-18","-22","-15","-22","-39","-12"
"日本人移動者","飯田市","","-99","-148","-2","-80","-26","26","-19","-122","-28"
"日本人移動者","諏訪市","","-30","1","-6","-20","16","-4","-10","-15","-2"
"日本人移動者","須坂市","","-58","-105","-23","-25","-52","-10","-33","-53","-13"
"日本人移動者","小諸市","","-38","-111","-29","-29","-48","1","-9","-63","-30"
"日本人移動者","伊那市","","-71","-113","-48","-44","-50","-15","-27","-63","-33"
"日本人移動者","駒ヶ根市","","-29","9","18","-13","9","3","-16","0","15"
"日本人移動者","中野市","","-57","-102","-45","-26","-49","-14","-31","-53","-31"
"日本人移動者","大町市","","-53","-73","-23","-26","-34","-9","-27","-39","-14"
"日本人移動者","飯山市","","-34","-75","-38","-16","-42","-18","-18","-33","-20"
"日本人移動者","茅野市","","2","-118","-92","33","-72","-46","-31","-46","-46"
"日本人移動者","塩尻市","","-44","-4","45","-33","22","6","-11","-26","39"
"日本人移動者","佐久市","","-109","-188","18","-66","-46","23","-43","-142","-5"
"日本人移動者","千曲市","","-21","-141","-30","-7","-64","-1","-14","-77","-29"
"日本人移動者","東御市","","-24","-78","-31","-15","-34","-13","-9","-44","-18"
"日本人移動者","安曇野市","","-85","-147","-14","-38","-67","-2","-47","-80","-12"
"日本人移動者","南佐久郡","","-49","-75","-11","-25","-24","-4","-24","-51","-7"
"日本人移動者","北佐久郡","","-21","-10","-66","-21","-6","-29","0","-4","-37"
"日本人移動者","小県郡","","-9","-21","0","-2","-7","-3","-7","-14","3"
"日本人移動者","諏訪郡","","-23","-95","-13","-21","-27","-3","-2","-68","-10"
"日本人移動者","上伊那郡","","-53","-207","-64","-20","-90","-44","-33","-117","-20"
"日本人移動者","下伊那郡","","-106","-159","-13","-50","-69","9","-56","-90","-22"
"日本人移動者","木曽郡","","-32","-91","-36","-15","-39","-28","-17","-52","-8"
"日本人移動者","東筑摩郡","","-30","-66","-45","-17","-35","-23","-13","-31","-22"
"日本人移動者","北安曇郡","","-30","-86","-5","-27","-37","3","-3","-49","-8"
"日本人移動者","埴科郡","","-20","-8","1","-14","0","9","-6","-8","-8"
"日本人移動者","上高井郡","","-27","-61","-20","-19","-23","-9","-8","-38","-11"
"日本人移動者","下高井郡","","-18","-77","-29","-12","-28","-22","-6","-49","-7"
"日本人移動者","上水内郡","","-37","-51","-56","-21","-24","-34","-16","-27","-22"
"日本人移動者","下水内郡","","-3","-10","-6","-1","-5","-1","-2","-5","-5"
"日本人移動者","岐阜県市部","","-894","-2,654","-1,195","-506","-1,179","-424","-388","-1,475","-771"
"日本人移動者","岐阜県郡部","","-196","-595","-346","-110","-335","-128","-86","-260","-218"
"日本人移動者","岐阜市","","-74","-336","-60","-52","-178","-32","-22","-158","-28"
"日本人移動者","大垣市","","26","-172","-31","31","-93","43","-5","-79","-74"
"日本人移動者","高山市","","-140","-186","16","-84","-49","33","-56","-137","-17"
"日本人移動者","多治見市","","-64","-240","-99","-39","-106","-19","-25","-134","-80"
"日本人移動者","関市","","-57","-234","-139","-32","-135","-68","-25","-99","-71"
"日本人移動者","中津川市","","-98","-116","-85","-45","-54","-13","-53","-62","-72"
"日本人移動者","美濃市","","-6","-72","-64","0","-41","-36","-6","-31","-28"
"日本人移動者","瑞浪市","","-44","-41","-54","-32","-5","-17","-12","-36","-37"
"日本人移動者","羽島市","","-54","-118","-43","-28","-49","-31","-26","-69","-12"
"日本人移動者","恵那市","","-71","-137","-30","-46","-54","-2","-25","-83","-28"
"日本人移動者","美濃加茂市","","4","-19","-15","4","-13","1","0","-6","-16"
"日本人移動者","土岐市","","-41","-46","-141","-25","2","-74","-16","-48","-67"
"日本人移動者","各務原市","","-9","-184","-109","-5","-57","-47","-4","-127","-62"
"日本人移動者","可児市","","-18","-129","-116","5","-66","-52","-23","-63","-64"
"日本人移動者","山県市","","-33","-89","-76","-17","-42","-28","-16","-47","-48"
"日本人移動者","瑞穂市","","10","9","92","6","-5","42","4","14","50"
"日本人移動者","飛騨市","","-47","-80","-18","-29","-26","-8","-18","-54","-10"
"日本人移動者","本巣市","","-27","-121","-30","-32","-76","-15","5","-45","-15"
"日本人移動者","郡上市","","-65","-155","-47","-39","-72","-24","-26","-83","-23"
"日本人移動者","下呂市","","-64","-92","-43","-35","-17","-29","-29","-75","-14"
"日本人移動者","海津市","","-22","-96","-103","-12","-43","-48","-10","-53","-55"
"日本人移動者","羽島郡","","4","27","105","1","-6","51","3","33","54"
"日本人移動者","養老郡","","-33","-62","-79","-24","-37","-31","-9","-25","-48"
"日本人移動者","不破郡","","-25","-79","-40","-16","-52","-6","-9","-27","-34"
"日本人移動者","安八郡","","-26","-93","-89","-15","-54","-35","-11","-39","-54"
"日本人移動者","揖斐郡","","-63","-193","-197","-31","-99","-88","-32","-94","-109"
"日本人移動者","本巣郡","","-5","2","5","-5","-6","8","0","8","-3"
"日本人移動者","加茂郡","","-42","-137","-59","-20","-56","-32","-22","-81","-27"
"日本人移動者","可児郡","","-4","-57","6","2","-31","5","-6","-26","1"
"日本人移動者","大野郡","","-2","-3","2","-2","6","0","0","-9","2"
"日本人移動者","静岡県市部","","-1,583","-2,559","-1,154","-702","-622","-578","-881","-1,937","-576"
"日本人移動者","静岡県郡部","","-279","-529","-56","-170","-308","-90","-109","-221","34"
"日本人移動者","静岡市","","-40","-351","-344","-19","-118","-200","-21","-233","-144"
"日本人移動者","浜松市","","-462","-146","-134","-229","20","-86","-233","-166","-48"
"日本人移動者","沼津市","","-62","-22","-23","-18","65","17","-44","-87","-40"
"日本人移動者","熱海市","","23","-89","-86","8","-18","-40","15","-71","-46"
"日本人移動者","三島市","","-41","-191","-22","-33","-87","-6","-8","-104","-16"
"日本人移動者","富士宮市","","-108","-79","-49","-74","-17","3","-34","-62","-52"
"日本人移動者","伊東市","","-92","-79","-82","-46","-38","-25","-46","-41","-57"
"日本人移動者","島田市","","-50","-156","-19","-19","-52","3","-31","-104","-22"
"日本人移動者","富士市","","-170","-389","97","-106","-115","61","-64","-274","36"
"日本人移動者","磐田市","","-101","-46","-56","-57","70","-25","-44","-116","-31"
"日本人移動者","焼津市","","-104","-185","4","-50","-95","-8","-54","-90","12"
"日本人移動者","掛川市","","-75","-101","-6","-34","-23","-20","-41","-78","14"
"日本人移動者","藤枝市","","-105","-200","-128","-85","-105","-70","-20","-95","-58"
"日本人移動者","御殿場市","","147","-34","-8","170","54","-19","-23","-88","11"
"日本人移動者","袋井市","","-51","18","39","-28","38","29","-23","-20","10"
"日本人移動者","下田市","","-59","-65","-27","-30","-33","-15","-29","-32","-12"
"日本人移動者","裾野市","","-13","-57","-20","27","-30","-34","-40","-27","14"
"日本人移動者","湖西市","","-33","-12","-78","-9","18","-48","-24","-30","-30"
"日本人移動者","伊豆市","","-56","-112","-68","-23","-49","-39","-33","-63","-29"
"日本人移動者","御前崎市","","-18","-85","-70","-1","-31","-41","-17","-54","-29"
"日本人移動者","菊川市","","-18","-1","30","-4","11","2","-14","-12","28"
"日本人移動者","伊豆の国市","","-55","-59","-38","-34","-25","13","-21","-34","-51"
"日本人移動者","牧之原市","","-40","-118","-66","-8","-62","-30","-32","-56","-36"
"日本人移動者","賀茂郡","","-85","-140","-39","-37","-58","-29","-48","-82","-10"
"日本人移動者","田方郡","","-16","-45","43","-16","-28","21","0","-17","22"
"日本人移動者","駿東郡","","-118","-233","-22","-79","-174","-48","-39","-59","26"
"日本人移動者","榛原郡","","-50","-63","-29","-31","-19","-26","-19","-44","-3"
"日本人移動者","周智郡","","-10","-48","-9","-7","-29","-8","-3","-19","-1"
"日本人移動者","愛知県市部","","1,895","4,538","351","1,528","3,228","-226","367","1,310","577"
"日本人移動者","愛知県郡部","","-64","-166","-43","38","-37","-23","-102","-129","-20"
"日本人移動者","名古屋市","","799","6,007","1,691","312","3,295","940","487","2,712","751"
"日本人移動者","豊橋市","","-122","-302","-155","-32","-97","-126","-90","-205","-29"
"日本人移動者","岡崎市","","44","154","-17","84","203","11","-40","-49","-28"
"日本人移動者","一宮市","","-201","-322","-33","-154","-187","18","-47","-135","-51"
"日本人移動者","瀬戸市","","-44","-215","-36","-23","-90","4","-21","-125","-40"
"日本人移動者","半田市","","13","-11","-81","31","9","-18","-18","-20","-63"
"日本人移動者","春日井市","","12","-73","18","12","-9","1","0","-64","17"
"日本人移動者","豊川市","","58","-67","-1","49","-24","-18","9","-43","17"
"日本人移動者","津島市","","-35","-120","-132","-22","-74","-63","-13","-46","-69"
"日本人移動者","碧南市","","24","-49","-95","36","4","-48","-12","-53","-47"
"日本人移動者","刈谷市","","346","448","69","306","271","-24","40","177","93"
"日本人移動者","豊田市","","502","-94","-695","336","72","-558","166","-166","-137"
"日本人移動者","安城市","","167","-71","175","134","-43","73","33","-28","102"
"日本人移動者","西尾市","","134","-184","-186","145","-46","-118","-11","-138","-68"
"日本人移動者","蒲郡市","","-39","-81","-88","-16","-41","-37","-23","-40","-51"
"日本人移動者","犬山市","","2","-73","-54","0","-30","-22","2","-43","-32"
"日本人移動者","常滑市","","45","99","-70","18","8","-21","27","91","-49"
"日本人移動者","江南市","","-45","-93","-39","-24","-53","-6","-21","-40","-33"
"日本人移動者","小牧市","","61","-64","-153","31","20","-75","30","-84","-78"
"日本人移動者","稲沢市","","2","-101","-98","-1","-20","-54","3","-81","-44"
"日本人移動者","新城市","","-48","-131","-83","-29","-51","-42","-19","-80","-41"
"日本人移動者","東海市","","237","11","-31","241","3","-109","-4","8","78"
"日本人移動者","大府市","","56","44","9","70","65","-58","-14","-21","67"
"日本人移動者","知多市","","-33","-43","9","-10","-3","27","-23","-40","-18"
"日本人移動者","知立市","","-3","116","-9","-2","110","-30","-1","6","21"
"日本人移動者","尾張旭市","","1","-100","-47","5","-60","-12","-4","-40","-35"
"日本人移動者","高浜市","","58","22","41","62","33","0","-4","-11","41"
"日本人移動者","岩倉市","","-23","18","110","-10","-1","65","-13","19","45"
"日本人移動者","豊明市","","-14","17","-6","2","8","-17","-16","9","11"
"日本人移動者","日進市","","25","-52","157","25","-33","36","0","-19","121"
"日本人移動者","田原市","","1","-195","-128","22","-100","-81","-21","-95","-47"
"日本人移動者","愛西市","","-38","-154","-45","-30","-89","-11","-8","-65","-34"
"日本人移動者","清須市","","8","126","111","12","71","48","-4","55","63"
"日本人移動者","北名古屋市","","-30","84","94","-23","105","50","-7","-21","44"
"日本人移動者","弥富市","","0","15","-9","2","2","-18","-2","13","9"
"日本人移動者","みよし市","","-56","5","-41","-31","26","-10","-25","-21","-31"
"日本人移動者","あま市","","-16","-68","115","-17","-34","44","1","-34","71"
"日本人移動者","長久手市","","47","35","84","17","8","33","30","27","51"
