"","","/都市間移動者数・その他","転入超過数","転入超過数","転入超過数","転入超過数","転入超過数","転入超過数","転入超過数","転入超過数","転入超過数"
"日本人移動者","室戸市","","-37","-26","-1","-15","-5","1","-22","-21","-2"
"日本人移動者","安芸市","","-33","-32","-11","-13","-5","1","-20","-27","-12"
"日本人移動者","南国市","","49","-131","23","48","-80","25","1","-51","-2"
"日本人移動者","土佐市","","-29","-52","15","-26","-30","14","-3","-22","1"
"日本人移動者","須崎市","","-85","-56","-32","-59","-9","-7","-26","-47","-25"
"日本人移動者","宿毛市","","-60","-60","-33","-36","-28","-21","-24","-32","-12"
"日本人移動者","土佐清水市","","-13","-59","-19","-8","-30","-13","-5","-29","-6"
"日本人移動者","四万十市","","-70","-44","22","-36","-20","14","-34","-24","8"
"日本人移動者","香南市","","14","-98","13","19","-54","-5","-5","-44","18"
"日本人移動者","香美市","","26","-56","5","21","-30","13","5","-26","-8"
"日本人移動者","安芸郡","","-22","-51","-17","-16","-18","-19","-6","-33","2"
"日本人移動者","長岡郡","","-14","-10","-1","-10","-4","0","-4","-6","-1"
"日本人移動者","土佐郡","","-3","-6","-5","-1","-2","-5","-2","-4","0"
"日本人移動者","吾川郡","","-46","-75","-41","-26","-30","-23","-20","-45","-18"
"日本人移動者","高岡郡","","-105","-161","-34","-63","-65","-32","-42","-96","-2"
"日本人移動者","幡多郡","","-41","-43","9","-25","-14","4","-16","-29","5"
"日本人移動者","福岡県市部","","2,160","893","-327","762","-258","-139","1,398","1,151","-188"
"日本人移動者","福岡県郡部","","-222","-987","-40","-83","-459","-23","-139","-528","-17"
"日本人移動者","北九州市","","636","-1,005","-625","383","-551","-329","253","-454","-296"
"日本人移動者","福岡市","","2,048","5,269","1,272","817","1,898","592","1,231","3,371","680"
"日本人移動者","大牟田市","","-82","-233","-152","-60","-102","-62","-22","-131","-90"
"日本人移動者","久留米市","","-56","-267","-175","-40","-197","-61","-16","-70","-114"
"日本人移動者","直方市","","-5","-5","-24","-7","4","-10","2","-9","-14"
"日本人移動者","飯塚市","","90","-148","-99","84","-130","-58","6","-18","-41"
"日本人移動者","田川市","","16","-100","-16","0","-34","-4","16","-66","-12"
"日本人移動者","柳川市","","-60","-203","-72","-42","-84","-24","-18","-119","-48"
"日本人移動者","八女市","","-126","-157","-103","-85","-51","-38","-41","-106","-65"
"日本人移動者","筑後市","","-29","-44","48","-20","-9","16","-9","-35","32"
"日本人移動者","大川市","","11","-57","-89","1","-47","-40","10","-10","-49"
"日本人移動者","行橋市","","-13","-67","38","1","-1","36","-14","-66","2"
"日本人移動者","豊前市","","-38","-57","-31","-19","-19","-18","-19","-38","-13"
"日本人移動者","中間市","","-49","-51","-51","-32","-11","-32","-17","-40","-19"
"日本人移動者","小郡市","","12","-233","-101","-12","-124","-47","24","-109","-54"
"日本人移動者","筑紫野市","","25","-154","-25","8","-86","-9","17","-68","-16"
"日本人移動者","春日市","","-22","-138","-109","-28","-73","-40","6","-65","-69"
"日本人移動者","大野城市","","-14","-151","110","-26","-74","44","12","-77","66"
"日本人移動者","宗像市","","11","-111","-48","-7","10","-14","18","-121","-34"
"日本人移動者","太宰府市","","45","-104","10","-2","-66","19","47","-38","-9"
"日本人移動者","古賀市","","34","-69","-56","14","-27","-16","20","-42","-40"
"日本人移動者","福津市","","-2","10","278","-17","10","125","15","0","153"
"日本人移動者","うきは市","","-39","-86","-42","-18","-37","-28","-21","-49","-14"
"日本人移動者","宮若市","","32","-81","-34","39","-52","-38","-7","-29","4"
"日本人移動者","嘉麻市","","-76","-128","-47","-50","-48","-31","-26","-80","-16"
"日本人移動者","朝倉市","","-51","-151","-83","-32","-81","-20","-19","-70","-63"
"日本人移動者","みやま市","","-46","-118","-27","-37","-56","-15","-9","-62","-12"
"日本人移動者","糸島市","","-43","-366","-66","-9","-170","-40","-34","-196","-26"
"日本人移動者","那珂川市","","-49","-102","-8","-42","-50","3","-7","-52","-11"
"日本人移動者","糟屋郡","","-74","-100","300","-43","-75","163","-31","-25","137"
"日本人移動者","遠賀郡","","-82","-146","-74","-56","-74","-40","-26","-72","-34"
"日本人移動者","鞍手郡","","-32","-101","-52","-21","-55","-24","-11","-46","-28"
"日本人移動者","嘉穂郡","","-1","-41","-6","4","-11","-9","-5","-30","3"
"日本人移動者","朝倉郡","","2","-67","5","-6","-33","3","8","-34","2"
"日本人移動者","三井郡","","-24","-28","-1","-5","-5","2","-19","-23","-3"
"日本人移動者","三潴郡","","-17","-28","-3","-20","-9","-1","3","-19","-2"
"日本人移動者","八女郡","","-7","-22","1","6","-5","-1","-13","-17","2"
"日本人移動者","田川郡","","-71","-207","-146","-36","-112","-74","-35","-95","-72"
"日本人移動者","京都郡","","93","-124","-20","82","-22","-15","11","-102","-5"
"日本人移動者","築上郡","","-9","-123","-44","12","-58","-27","-21","-65","-17"
"日本人移動者","佐賀県市部","","-821","-1,074","-288","-555","-426","-126","-266","-648","-162"
"日本人移動者","佐賀県郡部","","-177","-369","-163","-108","-149","-74","-69","-220","-89"
"日本人移動者","佐賀市","","-122","-400","-127","-105","-168","-38","-17","-232","-89"
"日本人移動者","唐津市","","-215","-210","-117","-137","-80","-52","-78","-130","-65"
"日本人移動者","鳥栖市","","-16","-43","34","-19","-28","22","3","-15","12"
"日本人移動者","多久市","","-36","-56","-25","-23","-23","-6","-13","-33","-19"
"日本人移動者","伊万里市","","-106","-52","-19","-66","-15","-9","-40","-37","-10"
"日本人移動者","武雄市","","-133","-65","27","-82","-14","2","-51","-51","25"
"日本人移動者","鹿島市","","-67","-63","-47","-42","-27","-12","-25","-36","-35"
"日本人移動者","小城市","","-67","-38","34","-41","-14","4","-26","-24","30"
"日本人移動者","嬉野市","","-73","-79","-33","-45","-30","-18","-28","-49","-15"
"日本人移動者","神埼市","","14","-68","-15","5","-27","-19","9","-41","4"
"日本人移動者","神埼郡","","-2","-43","-15","1","-19","-10","-3","-24","-5"
"日本人移動者","三養基郡","","-45","-70","-19","-25","-29","2","-20","-41","-21"
"日本人移動者","東松浦郡","","5","-15","-38","9","-3","-34","-4","-12","-4"
"日本人移動者","西松浦郡","","-55","-87","-33","-41","-40","-17","-14","-47","-16"
"日本人移動者","杵島郡","","-63","-122","-50","-42","-45","-13","-21","-77","-37"
"日本人移動者","藤津郡","","-17","-32","-8","-10","-13","-2","-7","-19","-6"
"日本人移動者","長崎県市部","","-1,816","-2,225","-600","-1,025","-1,092","-309","-791","-1,133","-291"
"日本人移動者","長崎県郡部","","-352","-439","-72","-228","-156","-25","-124","-283","-47"
"日本人移動者","長崎市","","-507","-687","-472","-321","-387","-229","-186","-300","-243"
"日本人移動者","佐世保市","","-191","-503","-31","-112","-211","-20","-79","-292","-11"
"日本人移動者","島原市","","-136","-69","-22","-83","-25","-6","-53","-44","-16"
"日本人移動者","諫早市","","-212","-282","-15","-120","-129","-2","-92","-153","-13"
"日本人移動者","大村市","","-80","-64","72","-19","-48","23","-61","-16","49"
"日本人移動者","平戸市","","-96","-104","-8","-47","-41","-6","-49","-63","-2"
"日本人移動者","松浦市","","-50","-62","-16","-24","-31","-27","-26","-31","11"
"日本人移動者","対馬市","","-83","-25","4","-34","-6","4","-49","-19","0"
"日本人移動者","壱岐市","","-86","-27","-12","-51","-8","-5","-35","-19","-7"
"日本人移動者","五島市","","-68","-64","33","-30","-36","17","-38","-28","16"
"日本人移動者","西海市","","-35","-77","-60","-6","-47","-22","-29","-30","-38"
"日本人移動者","雲仙市","","-142","-119","-30","-95","-58","-16","-47","-61","-14"
"日本人移動者","南島原市","","-130","-142","-43","-83","-65","-20","-47","-77","-23"
"日本人移動者","西彼杵郡","","-164","-258","-38","-133","-82","0","-31","-176","-38"
"日本人移動者","東彼杵郡","","-84","-111","-50","-42","-50","-29","-42","-61","-21"
"日本人移動者","北松浦郡","","-9","-16","9","0","-13","7","-9","-3","2"
"日本人移動者","南松浦郡","","-95","-54","7","-53","-11","-3","-42","-43","10"
"日本人移動者","熊本県市部","","-1,207","-1,708","-585","-764","-828","-221","-443","-880","-364"
"日本人移動者","熊本県郡部","","-551","-604","-122","-292","-185","-41","-259","-419","-81"
"日本人移動者","熊本市","","92","-242","-171","80","-240","-59","12","-2","-112"
"日本人移動者","八代市","","-227","-263","-46","-148","-112","-16","-79","-151","-30"
"日本人移動者","人吉市","","-114","-26","-1","-62","-6","0","-52","-20","-1"
"日本人移動者","荒尾市","","-80","-84","-38","-54","-35","-3","-26","-49","-35"
"日本人移動者","水俣市","","-60","-39","-14","-38","-16","-18","-22","-23","4"
"日本人移動者","玉名市","","-99","-180","-29","-66","-77","-15","-33","-103","-14"
"日本人移動者","山鹿市","","-86","-124","-27","-49","-45","-7","-37","-79","-20"
"日本人移動者","菊池市","","-74","-109","-104","-46","-48","-56","-28","-61","-48"
"日本人移動者","宇土市","","-54","-100","-21","-43","-43","-15","-11","-57","-6"
"日本人移動者","上天草市","","-34","-116","-1","-26","-42","-3","-8","-74","2"
"日本人移動者","宇城市","","-102","-106","-39","-85","-39","-9","-17","-67","-30"
"日本人移動者","阿蘇市","","-51","-47","-46","-18","-13","-24","-33","-34","-22"
"日本人移動者","天草市","","-255","-212","-62","-161","-99","-19","-94","-113","-43"
"日本人移動者","合志市","","-63","-60","14","-48","-13","23","-15","-47","-9"
"日本人移動者","下益城郡","","-9","-17","-18","-5","-1","-9","-4","-16","-9"
"日本人移動者","玉名郡","","-48","-144","-58","-29","-57","-30","-19","-87","-28"
"日本人移動者","菊池郡","","-21","30","56","-10","51","61","-11","-21","-5"
"日本人移動者","阿蘇郡","","-72","-64","-31","-33","-26","-23","-39","-38","-8"
"日本人移動者","上益城郡","","-81","-123","30","-40","-54","3","-41","-69","27"
"日本人移動者","八代郡","","-17","-43","-20","-12","-18","-9","-5","-25","-11"
"日本人移動者","葦北郡","","-70","-39","-19","-31","-21","-10","-39","-18","-9"
"日本人移動者","球磨郡","","-220","-180","-51","-128","-53","-18","-92","-127","-33"
"日本人移動者","天草郡","","-13","-24","-11","-4","-6","-6","-9","-18","-5"
"日本人移動者","大分県市部","","-464","-1,832","-417","-235","-821","-177","-229","-1,011","-240"
"日本人移動者","大分県郡部","","-54","-66","12","-28","-20","4","-26","-46","8"
"日本人移動者","大分市","","-68","-346","2","-32","-202","-26","-36","-144","28"
"日本人移動者","別府市","","143","-315","-59","61","-202","3","82","-113","-62"
"日本人移動者","中津市","","-60","-17","93","-18","21","77","-42","-38","16"
"日本人移動者","日田市","","-128","-159","-68","-96","-36","-28","-32","-123","-40"
"日本人移動者","佐伯市","","-113","-186","-39","-45","-71","-11","-68","-115","-28"
"日本人移動者","臼杵市","","-51","-102","4","-27","-35","-3","-24","-67","7"
"日本人移動者","津久見市","","-20","-40","-45","-7","-4","-16","-13","-36","-29"
"日本人移動者","竹田市","","-14","-56","-43","-1","-22","-23","-13","-34","-20"
"日本人移動者","豊後高田市","","-28","-57","4","-20","-26","-2","-8","-31","6"
"日本人移動者","杵築市","","-2","-68","-61","2","-25","-29","-4","-43","-32"
"日本人移動者","宇佐市","","-49","-159","-97","-12","-83","-58","-37","-76","-39"
"日本人移動者","豊後大野市","","-45","-129","-39","-22","-50","-19","-23","-79","-20"
"日本人移動者","由布市","","-19","-112","-40","-15","-47","-15","-4","-65","-25"
"日本人移動者","国東市","","-10","-86","-29","-3","-39","-27","-7","-47","-2"
"日本人移動者","東国東郡","","-4","-10","-2","-4","-5","-1","0","-5","-1"
"日本人移動者","速見郡","","-34","-24","5","-16","-18","-3","-18","-6","8"
"日本人移動者","玖珠郡","","-16","-32","9","-8","3","8","-8","-35","1"
"日本人移動者","宮崎県市部","","-1,403","-1,325","-173","-812","-523","-145","-591","-802","-28"
"日本人移動者","宮崎県郡部","","-413","-431","-83","-225","-171","-61","-188","-260","-22"
"日本人移動者","宮崎市","","-367","-410","0","-252","-165","-32","-115","-245","32"
"日本人移動者","都城市","","-223","-210","-74","-136","-117","-71","-87","-93","-3"
"日本人移動者","延岡市","","-284","-253","31","-137","-64","12","-147","-189","19"
"日本人移動者","日南市","","-112","-79","-59","-53","-20","-38","-59","-59","-21"
"日本人移動者","小林市","","-121","-72","-19","-74","-28","-12","-47","-44","-7"
"日本人移動者","日向市","","-140","-148","18","-84","-51","38","-56","-97","-20"
"日本人移動者","串間市","","-40","-41","-15","-12","-14","-2","-28","-27","-13"
"日本人移動者","西都市","","-76","-84","-16","-42","-37","-25","-34","-47","9"
"日本人移動者","えびの市","","-40","-28","-39","-22","-27","-15","-18","-1","-24"
"日本人移動者","北諸県郡","","-61","-87","25","-34","-40","17","-27","-47","8"
"日本人移動者","西諸県郡","","-18","-39","-21","-9","-25","-13","-9","-14","-8"
"日本人移動者","東諸県郡","","-58","-68","-15","-32","-25","-8","-26","-43","-7"
"日本人移動者","児湯郡","","-85","-158","-69","-36","-66","-43","-49","-92","-26"
"日本人移動者","東臼杵郡","","-79","-48","17","-51","-9","-1","-28","-39","18"
"日本人移動者","西臼杵郡","","-112","-31","-20","-63","-6","-13","-49","-25","-7"
"日本人移動者","鹿児島県市部","","-2,528","-1,979","-454","-1,527","-809","-97","-1,001","-1,170","-357"
"日本人移動者","鹿児島県郡部","","-798","-263","39","-431","-71","7","-367","-192","32"
"日本人移動者","鹿児島市","","-509","-466","-392","-461","-229","-142","-48","-237","-250"
"日本人移動者","鹿屋市","","-273","-67","8","-141","-48","15","-132","-19","-7"
"日本人移動者","枕崎市","","-69","-46","-37","-31","-24","-14","-38","-22","-23"
"日本人移動者","阿久根市","","-78","-61","-4","-49","-23","6","-29","-38","-10"
"日本人移動者","出水市","","-88","-132","0","-55","-48","8","-33","-84","-8"
"日本人移動者","指宿市","","-134","-118","-42","-76","-44","-6","-58","-74","-36"
"日本人移動者","西之表市","","-87","38","9","-43","29","13","-44","9","-4"
"日本人移動者","垂水市","","-29","-29","1","-14","-6","-5","-15","-23","6"
"日本人移動者","薩摩川内市","","-152","-151","1","-49","-72","16","-103","-79","-15"
"日本人移動者","日置市","","-84","-165","-49","-55","-70","-29","-29","-95","-20"
"日本人移動者","曽於市","","-106","-133","-30","-64","-57","9","-42","-76","-39"
"日本人移動者","霧島市","","-65","-248","-15","-14","-160","-18","-51","-88","3"
"日本人移動者","いちき串木野市","","-62","-77","-32","-50","-24","-15","-12","-53","-17"
"日本人移動者","南さつま市","","-20","-122","-4","-44","-19","-7","24","-103","3"
"日本人移動者","志布志市","","-86","-29","-13","-38","-5","-10","-48","-24","-3"
"日本人移動者","奄美市","","-289","42","140","-131","58","82","-158","-16","58"
"日本人移動者","南九州市","","-133","-73","-35","-75","-31","-18","-58","-42","-17"
"日本人移動者","伊佐市","","-123","-32","-6","-61","-14","-5","-62","-18","-1"
"日本人移動者","姶良市","","-141","-110","46","-76","-22","23","-65","-88","23"
"日本人移動者","鹿児島郡","","-9","3","-4","-4","0","1","-5","3","-5"
"日本人移動者","薩摩郡","","-67","-48","-21","-45","-29","-26","-22","-19","5"
"日本人移動者","出水郡","","-48","-12","-5","-29","-7","-2","-19","-5","-3"
"日本人移動者","姶良郡","","-41","-49","-5","-26","-19","-1","-15","-30","-4"
"日本人移動者","曽於郡","","-39","-50","-21","-18","-28","-17","-21","-22","-4"
"日本人移動者","肝属郡","","-154","-56","-3","-87","-10","-4","-67","-46","1"
"日本人移動者","熊毛郡","","-101","-3","-15","-48","13","-6","-53","-16","-9"
"日本人移動者","大島郡","","-339","-48","113","-174","9","62","-165","-57","51"
"日本人移動者","沖縄県市部","","-1,320","-600","766","-703","-264","320","-617","-336","446"
"日本人移動者","沖縄県郡部","","-277","-515","-178","-179","-306","-108","-98","-209","-70"
"日本人移動者","那覇市","","-288","-216","-43","-133","-88","-16","-155","-128","-27"
"日本人移動者","宜野湾市","","11","-64","87","18","-57","23","-7","-7","64"
"日本人移動者","石垣市","","-261","161","127","-152","89","68","-109","72","59"
"日本人移動者","浦添市","","-199","-35","136","-104","9","26","-95","-44","110"
"日本人移動者","名護市","","101","-236","-29","61","-163","-34","40","-73","5"
"日本人移動者","糸満市","","-50","4","13","-36","5","19","-14","-1","-6"
"日本人移動者","沖縄市","","-149","-81","137","-77","-35","48","-72","-46","89"
"日本人移動者","豊見城市","","-127","10","93","-65","24","53","-62","-14","40"
"日本人移動者","うるま市","","-132","-116","-2","-92","-54","8","-40","-62","-10"
"日本人移動者","宮古島市","","-180","23","250","-96","23","134","-84","0","116"
"日本人移動者","南城市","","-46","-50","-3","-27","-17","-9","-19","-33","6"
"日本人移動者","国頭郡","","-79","-83","-76","-49","-66","-34","-30","-17","-42"
"日本人移動者","中頭郡","","-15","-370","-116","-9","-191","-70","-6","-179","-46"
"日本人移動者","島尻郡","","-140","-100","14","-93","-74","-3","-47","-26","17"
"日本人移動者","宮古郡","","-14","-7","0","-11","-3","0","-3","-4","0"
"日本人移動者","八重山郡","","-29","45","0","-17","28","-1","-12","17","1"
