"","","/都市間移動者数・その他","転入超過数","転入超過数","転入超過数","転入超過数","転入超過数","転入超過数","転入超過数","転入超過数","転入超過数"
"日本人移動者","四万十市","","-80","-51","26","-46","-19","6","-34","-32","20"
"日本人移動者","香南市","","38","-140","-28","33","-68","-20","5","-72","-8"
"日本人移動者","香美市","","8","-59","12","11","-42","15","-3","-17","-3"
"日本人移動者","安芸郡","","-37","-49","-16","-21","-16","-13","-16","-33","-3"
"日本人移動者","長岡郡","","-3","2","-11","-2","14","-10","-1","-12","-1"
"日本人移動者","土佐郡","","-5","-5","-2","-2","0","1","-3","-5","-3"
"日本人移動者","吾川郡","","-44","-81","-42","-32","-34","-31","-12","-47","-11"
"日本人移動者","高岡郡","","-134","-153","-71","-81","-64","-29","-53","-89","-42"
"日本人移動者","幡多郡","","-42","-54","-27","-24","-4","-11","-18","-50","-16"
"日本人移動者","福岡県市部","","1,521","535","7","434","-499","226","1,087","1,034","-219"
"日本人移動者","福岡県郡部","","-366","-956","-139","-239","-419","-76","-127","-537","-63"
"日本人移動者","北九州市","","195","-873","-393","128","-445","-112","67","-428","-281"
"日本人移動者","福岡市","","1,826","4,335","957","742","1,406","628","1,084","2,929","329"
"日本人移動者","大牟田市","","-105","-184","-65","-63","-51","-26","-42","-133","-39"
"日本人移動者","久留米市","","-12","-220","-182","-25","-159","-75","13","-61","-107"
"日本人移動者","直方市","","-21","-59","-3","-11","-18","-23","-10","-41","20"
"日本人移動者","飯塚市","","86","-52","-38","81","-47","12","5","-5","-50"
"日本人移動者","田川市","","7","-79","-39","-17","-41","-29","24","-38","-10"
"日本人移動者","柳川市","","-32","-138","-67","-46","-57","-28","14","-81","-39"
"日本人移動者","八女市","","-104","-173","-49","-74","-75","-44","-30","-98","-5"
"日本人移動者","筑後市","","-33","-80","60","-27","-38","22","-6","-42","38"
"日本人移動者","大川市","","-16","-85","-51","-27","-29","-27","11","-56","-24"
"日本人移動者","行橋市","","-37","-3","4","-32","30","8","-5","-33","-4"
"日本人移動者","豊前市","","-29","-92","7","-17","-48","-4","-12","-44","11"
"日本人移動者","中間市","","-40","-48","-49","-20","-26","-29","-20","-22","-20"
"日本人移動者","小郡市","","9","-243","-55","3","-141","-31","6","-102","-24"
"日本人移動者","筑紫野市","","14","-193","15","6","-111","10","8","-82","5"
"日本人移動者","春日市","","-13","-140","-75","15","-95","-14","-28","-45","-61"
"日本人移動者","大野城市","","-38","-64","95","-27","-47","49","-11","-17","46"
"日本人移動者","宗像市","","58","-109","73","-9","-26","60","67","-83","13"
"日本人移動者","太宰府市","","36","-90","-12","4","-36","-9","32","-54","-3"
"日本人移動者","古賀市","","22","-110","-6","14","-57","-9","8","-53","3"
"日本人移動者","福津市","","12","2","174","-2","-15","73","14","17","101"
"日本人移動者","うきは市","","-43","-90","-21","-26","-43","2","-17","-47","-23"
"日本人移動者","宮若市","","-11","-54","9","-14","-28","-5","3","-26","14"
"日本人移動者","嘉麻市","","-78","-103","-29","-49","-49","-14","-29","-54","-15"
"日本人移動者","朝倉市","","-65","-116","-96","-38","-46","-52","-27","-70","-44"
"日本人移動者","みやま市","","-46","-82","-38","-35","-52","-30","-11","-30","-8"
"日本人移動者","糸島市","","-21","-322","-119","0","-155","-77","-21","-167","-42"
"日本人移動者","筑紫郡","","-64","-136","-7","-49","-77","1","-15","-59","-8"
"日本人移動者","糟屋郡","","-77","-111","296","-79","-82","143","2","-29","153"
"日本人移動者","遠賀郡","","-48","-113","-117","-19","-36","-84","-29","-77","-33"
"日本人移動者","鞍手郡","","-11","-56","-45","-6","-23","-27","-5","-33","-18"
"日本人移動者","嘉穂郡","","-8","-14","-29","-2","-6","-17","-6","-8","-12"
"日本人移動者","朝倉郡","","-13","-87","-17","-16","-40","-4","3","-47","-13"
"日本人移動者","三井郡","","-25","-31","-9","-19","-17","-5","-6","-14","-4"
"日本人移動者","三潴郡","","-20","-26","0","-10","-15","5","-10","-11","-5"
"日本人移動者","八女郡","","-24","-37","-16","-13","-12","-5","-11","-25","-11"
"日本人移動者","田川郡","","-103","-218","-145","-64","-75","-71","-39","-143","-74"
"日本人移動者","京都郡","","4","-35","-50","22","5","-16","-18","-40","-34"
"日本人移動者","築上郡","","23","-92","0","16","-41","4","7","-51","-4"
"日本人移動者","佐賀県市部","","-754","-1,048","-238","-524","-446","-48","-230","-602","-190"
"日本人移動者","佐賀県郡部","","-161","-331","-149","-85","-158","-83","-76","-173","-66"
"日本人移動者","佐賀市","","-54","-242","-137","-34","-146","-10","-20","-96","-127"
"日本人移動者","唐津市","","-244","-208","-33","-180","-40","-15","-64","-168","-18"
"日本人移動者","鳥栖市","","-29","-25","48","-27","-3","18","-2","-22","30"
"日本人移動者","多久市","","-30","-80","-35","-15","-41","-14","-15","-39","-21"
"日本人移動者","伊万里市","","-88","-72","-15","-58","-30","0","-30","-42","-15"
"日本人移動者","武雄市","","-86","-141","37","-58","-69","31","-28","-72","6"
"日本人移動者","鹿島市","","-84","-73","-27","-53","-29","-16","-31","-44","-11"
"日本人移動者","小城市","","-66","-96","-14","-49","-32","-12","-17","-64","-2"
"日本人移動者","嬉野市","","-63","-79","-17","-39","-36","-14","-24","-43","-3"
"日本人移動者","神埼市","","-10","-32","-45","-11","-20","-16","1","-12","-29"
"日本人移動者","神埼郡","","20","-25","-10","18","-6","-4","2","-19","-6"
"日本人移動者","三養基郡","","-40","-106","-42","-17","-53","-13","-23","-53","-29"
"日本人移動者","東松浦郡","","4","-20","-44","12","-3","-33","-8","-17","-11"
"日本人移動者","西松浦郡","","-40","-73","-2","-23","-34","-6","-17","-39","4"
"日本人移動者","杵島郡","","-74","-88","-46","-59","-56","-23","-15","-32","-23"
"日本人移動者","藤津郡","","-31","-19","-5","-16","-6","-4","-15","-13","-1"
"日本人移動者","長崎県市部","","-1,987","-2,027","-352","-1,085","-740","-237","-902","-1,287","-115"
"日本人移動者","長崎県郡部","","-350","-378","73","-281","-124","59","-69","-254","14"
"日本人移動者","長崎市","","-395","-531","-287","-262","-183","-198","-133","-348","-89"
"日本人移動者","佐世保市","","-150","-429","-25","-58","-174","-27","-92","-255","2"
"日本人移動者","島原市","","-175","-59","-15","-104","18","-10","-71","-77","-5"
"日本人移動者","諫早市","","-311","-325","-14","-168","-135","12","-143","-190","-26"
"日本人移動者","大村市","","-117","-29","68","-43","-15","37","-74","-14","31"
"日本人移動者","平戸市","","-122","-86","-17","-66","-33","-23","-56","-53","6"
"日本人移動者","松浦市","","-97","-52","-33","-43","-17","-18","-54","-35","-15"
"日本人移動者","対馬市","","-111","14","19","-58","20","2","-53","-6","17"
"日本人移動者","壱岐市","","-78","-53","31","-37","-30","10","-41","-23","21"
"日本人移動者","五島市","","-124","-61","-4","-79","-19","-10","-45","-42","6"
"日本人移動者","西海市","","-46","-74","-24","-22","-27","-15","-24","-47","-9"
"日本人移動者","雲仙市","","-90","-151","-3","-54","-56","8","-36","-95","-11"
"日本人移動者","南島原市","","-171","-191","-48","-91","-89","-5","-80","-102","-43"
"日本人移動者","西彼杵郡","","-104","-258","37","-128","-75","50","24","-183","-13"
"日本人移動者","東彼杵郡","","-104","-79","1","-67","-38","5","-37","-41","-4"
"日本人移動者","北松浦郡","","-41","-13","31","-30","4","10","-11","-17","21"
"日本人移動者","南松浦郡","","-101","-28","4","-56","-15","-6","-45","-13","10"
"日本人移動者","熊本県市部","","-1,328","-1,704","-126","-886","-769","-12","-442","-935","-114"
"日本人移動者","熊本県郡部","","-623","-653","-169","-357","-251","-104","-266","-402","-65"
"日本人移動者","熊本市","","17","-294","45","5","-249","82","12","-45","-37"
"日本人移動者","八代市","","-215","-321","11","-139","-136","7","-76","-185","4"
"日本人移動者","人吉市","","-142","-70","10","-88","-10","-12","-54","-60","22"
"日本人移動者","荒尾市","","-108","-117","-9","-77","-46","13","-31","-71","-22"
"日本人移動者","水俣市","","-75","-66","-39","-47","-40","-19","-28","-26","-20"
"日本人移動者","玉名市","","-92","-142","-38","-68","-57","-21","-24","-85","-17"
"日本人移動者","山鹿市","","-94","-143","-50","-53","-58","-36","-41","-85","-14"
"日本人移動者","菊池市","","-45","-39","-47","-37","-18","-27","-8","-21","-20"
"日本人移動者","宇土市","","-52","-80","-31","-36","-33","-20","-16","-47","-11"
"日本人移動者","上天草市","","-71","-95","-10","-53","-22","-8","-18","-73","-2"
"日本人移動者","宇城市","","-108","-100","-27","-70","-29","-3","-38","-71","-24"
"日本人移動者","阿蘇市","","-56","-24","-55","-35","-13","-34","-21","-11","-21"
"日本人移動者","天草市","","-260","-180","-5","-161","-39","-1","-99","-141","-4"
"日本人移動者","合志市","","-27","-33","119","-27","-19","67","0","-14","52"
"日本人移動者","下益城郡","","-16","-17","-17","-9","-7","-11","-7","-10","-6"
"日本人移動者","玉名郡","","-47","-115","-85","-16","-43","-57","-31","-72","-28"
"日本人移動者","菊池郡","","-50","-30","97","-32","4","32","-18","-34","65"
"日本人移動者","阿蘇郡","","-92","-131","-47","-57","-73","-35","-35","-58","-12"
"日本人移動者","上益城郡","","-120","-145","-73","-76","-64","-24","-44","-81","-49"
"日本人移動者","八代郡","","-27","-35","-28","-15","-21","-13","-12","-14","-15"
"日本人移動者","葦北郡","","-51","-48","-8","-26","-9","-4","-25","-39","-4"
"日本人移動者","球磨郡","","-193","-103","3","-115","-24","17","-78","-79","-14"
"日本人移動者","天草郡","","-27","-29","-11","-11","-14","-9","-16","-15","-2"
"日本人移動者","大分県市部","","-478","-1,605","-335","-237","-729","-179","-241","-876","-156"
"日本人移動者","大分県郡部","","-56","-160","7","-32","-91","-5","-24","-69","12"
"日本人移動者","大分市","","-47","-312","66","3","-183","38","-50","-129","28"
"日本人移動者","別府市","","142","-239","-149","62","-132","-74","80","-107","-75"
"日本人移動者","中津市","","-117","-127","28","-71","-44","2","-46","-83","26"
"日本人移動者","日田市","","-145","-166","54","-88","-45","31","-57","-121","23"
"日本人移動者","佐伯市","","-86","-164","-28","-41","-74","4","-45","-90","-32"
"日本人移動者","臼杵市","","-38","-61","-47","-24","-23","-15","-14","-38","-32"
"日本人移動者","津久見市","","-26","-37","-23","-15","-6","-18","-11","-31","-5"
"日本人移動者","竹田市","","-5","-50","-10","8","-19","1","-13","-31","-11"
"日本人移動者","豊後高田市","","-12","-37","2","-2","-25","7","-10","-12","-5"
"日本人移動者","杵築市","","-37","-39","-28","-18","-21","-23","-19","-18","-5"
"日本人移動者","宇佐市","","-68","-103","-37","-32","-31","-32","-36","-72","-5"
"日本人移動者","豊後大野市","","15","-138","-41","8","-63","-34","7","-75","-7"
"日本人移動者","由布市","","-4","-46","-73","-1","-36","-36","-3","-10","-37"
"日本人移動者","国東市","","-50","-86","-49","-26","-27","-30","-24","-59","-19"
"日本人移動者","東国東郡","","-4","-8","-6","-3","-4","-7","-1","-4","1"
"日本人移動者","速見郡","","-18","-31","34","-16","-22","26","-2","-9","8"
"日本人移動者","玖珠郡","","-34","-121","-21","-13","-65","-24","-21","-56","3"
"日本人移動者","宮崎県市部","","-1,429","-1,436","-115","-900","-555","-85","-529","-881","-30"
"日本人移動者","宮崎県郡部","","-464","-428","-51","-220","-179","-14","-244","-249","-37"
"日本人移動者","宮崎市","","-444","-499","-22","-329","-228","25","-115","-271","-47"
"日本人移動者","都城市","","-236","-187","52","-162","-85","13","-74","-102","39"
"日本人移動者","延岡市","","-243","-240","-31","-138","-50","-50","-105","-190","19"
"日本人移動者","日南市","","-70","-138","-2","-33","-58","9","-37","-80","-11"
"日本人移動者","小林市","","-122","-77","-33","-73","-23","-16","-49","-54","-17"
"日本人移動者","日向市","","-184","-115","14","-110","-38","-26","-74","-77","40"
"日本人移動者","串間市","","-50","-43","-31","-24","-27","-18","-26","-16","-13"
"日本人移動者","西都市","","-60","-65","-44","-34","-12","-16","-26","-53","-28"
"日本人移動者","えびの市","","-20","-72","-18","3","-34","-6","-23","-38","-12"
"日本人移動者","北諸県郡","","-70","-87","21","-44","-45","21","-26","-42","0"
"日本人移動者","西諸県郡","","-23","-20","-11","-11","-9","-2","-12","-11","-9"
"日本人移動者","東諸県郡","","-75","-73","-28","-35","-27","-7","-40","-46","-21"
"日本人移動者","児湯郡","","-134","-167","-25","-48","-60","-26","-86","-107","1"
"日本人移動者","東臼杵郡","","-77","-41","2","-31","-19","1","-46","-22","1"
"日本人移動者","西臼杵郡","","-85","-40","-10","-51","-19","-1","-34","-21","-9"
"日本人移動者","鹿児島県市部","","-2,344","-1,836","-310","-1,481","-708","-81","-863","-1,128","-229"
"日本人移動者","鹿児島県郡部","","-823","-75","57","-428","32","29","-395","-107","28"
"日本人移動者","鹿児島市","","-494","-428","-286","-467","-234","-86","-27","-194","-200"
"日本人移動者","鹿屋市","","-268","-23","26","-113","21","12","-155","-44","14"
"日本人移動者","枕崎市","","-53","-82","-21","-25","-32","-6","-28","-50","-15"
"日本人移動者","阿久根市","","-76","-37","-16","-42","2","-6","-34","-39","-10"
"日本人移動者","出水市","","-93","-129","25","-57","-55","22","-36","-74","3"
"日本人移動者","指宿市","","-112","-105","-34","-78","-40","-26","-34","-65","-8"
"日本人移動者","西之表市","","-117","40","21","-58","16","4","-59","24","17"
"日本人移動者","垂水市","","-34","-28","-14","-18","-11","-1","-16","-17","-13"
"日本人移動者","薩摩川内市","","-134","-114","29","-56","-28","-1","-78","-86","30"
"日本人移動者","日置市","","-18","-258","-44","4","-129","-28","-22","-129","-16"
"日本人移動者","曽於市","","-91","-91","-42","-45","-36","-27","-46","-55","-15"
"日本人移動者","霧島市","","-66","-180","-19","-27","-83","12","-39","-97","-31"
"日本人移動者","いちき串木野市","","-74","-52","-34","-50","-19","-10","-24","-33","-24"
"日本人移動者","南さつま市","","15","-153","-9","-46","-27","3","61","-126","-12"
"日本人移動者","志布志市","","-96","-49","4","-56","-18","4","-40","-31","0"
"日本人移動者","奄美市","","-234","-6","44","-110","1","21","-124","-7","23"
"日本人移動者","南九州市","","-138","-67","-42","-79","-13","-10","-59","-54","-32"
"日本人移動者","伊佐市","","-100","-14","-9","-48","3","-4","-52","-17","-5"
"日本人移動者","姶良市","","-161","-60","111","-110","-26","46","-51","-34","65"
"日本人移動者","鹿児島郡","","-17","5","-2","-11","2","0","-6","3","-2"
"日本人移動者","薩摩郡","","-70","-60","-5","-34","-20","4","-36","-40","-9"
"日本人移動者","出水郡","","-48","-11","6","-28","-8","2","-20","-3","4"
"日本人移動者","姶良郡","","-44","-11","-10","-25","3","-4","-19","-14","-6"
"日本人移動者","曽於郡","","-46","-20","8","-27","-8","5","-19","-12","3"
"日本人移動者","肝属郡","","-110","-48","-38","-66","-17","-18","-44","-31","-20"
"日本人移動者","熊毛郡","","-130","33","5","-71","26","0","-59","7","5"
"日本人移動者","大島郡","","-358","37","93","-166","54","40","-192","-17","53"
"日本人移動者","沖縄県市部","","-1,351","-913","379","-715","-491","160","-636","-422","219"
"日本人移動者","沖縄県郡部","","-283","-505","144","-177","-283","30","-106","-222","114"
"日本人移動者","那覇市","","-243","-211","-160","-136","-124","-75","-107","-87","-85"
"日本人移動者","宜野湾市","","-24","-131","24","-26","-73","13","2","-58","11"
"日本人移動者","石垣市","","-219","75","119","-109","48","56","-110","27","63"
"日本人移動者","浦添市","","-186","-80","90","-110","-47","45","-76","-33","45"
"日本人移動者","名護市","","75","-209","10","68","-158","13","7","-51","-3"
"日本人移動者","糸満市","","-120","-35","42","-55","-11","15","-65","-24","27"
"日本人移動者","沖縄市","","-182","-130","79","-100","-44","24","-82","-86","55"
"日本人移動者","豊見城市","","-81","9","99","-43","-22","55","-38","31","44"
"日本人移動者","うるま市","","-126","-89","18","-64","-22","-18","-62","-67","36"
"日本人移動者","宮古島市","","-191","-51","111","-104","-6","58","-87","-45","53"
"日本人移動者","南城市","","-54","-61","-53","-36","-32","-26","-18","-29","-27"
"日本人移動者","国頭郡","","-66","-188","-39","-40","-87","-14","-26","-101","-25"
"日本人移動者","中頭郡","","-32","-352","-79","-35","-216","-90","3","-136","11"
"日本人移動者","島尻郡","","-160","14","243","-85","2","121","-75","12","122"
"日本人移動者","宮古郡","","-8","-2","1","-3","1","2","-5","-3","-1"
"日本人移動者","八重山郡","","-17","23","18","-14","17","11","-3","6","7"
