"","","/都市間移動者数・その他","転入超過数","転入超過数","転入超過数","転入超過数","転入超過数","転入超過数","転入超過数","転入超過数","転入超過数"
"日本人移動者","銚子市","","-52","-226","-122","-9","-96","-71","-43","-130","-51"
"日本人移動者","市川市","","355","2,205","560","190","1,219","193","165","986","367"
"日本人移動者","船橋市","","411","1,435","594","293","654","202","118","781","392"
"日本人移動者","館山市","","-86","-47","-17","-35","-3","-20","-51","-44","3"
"日本人移動者","木更津市","","22","-45","123","36","-28","92","-14","-17","31"
"日本人移動者","松戸市","","211","912","121","143","467","103","68","445","18"
"日本人移動者","野田市","","70","-199","-179","48","-115","-111","22","-84","-68"
"日本人移動者","茂原市","","-8","-70","-44","-8","-7","-17","0","-63","-27"
"日本人移動者","成田市","","200","577","-357","93","249","-148","107","328","-209"
"日本人移動者","佐倉市","","22","-253","-252","4","-127","-137","18","-126","-115"
"日本人移動者","東金市","","115","-128","-110","81","-43","-57","34","-85","-53"
"日本人移動者","旭市","","-24","-79","-54","-25","-30","-18","1","-49","-36"
"日本人移動者","習志野市","","367","28","7","314","-65","-39","53","93","46"
"日本人移動者","柏市","","120","438","90","41","220","12","79","218","78"
"日本人移動者","勝浦市","","174","-346","-11","161","-251","-9","13","-95","-2"
"日本人移動者","市原市","","119","-78","-265","115","37","-127","4","-115","-138"
"日本人移動者","流山市","","80","297","743","32","161","316","48","136","427"
"日本人移動者","八千代市","","39","149","204","33","18","110","6","131","94"
"日本人移動者","我孫子市","","-7","-69","6","-4","-35","-8","-3","-34","14"
"日本人移動者","鴨川市","","6","23","-71","-13","19","-23","19","4","-48"
"日本人移動者","鎌ケ谷市","","25","129","60","12","36","39","13","93","21"
"日本人移動者","君津市","","88","-157","-86","90","-91","-51","-2","-66","-35"
"日本人移動者","富津市","","23","-108","-63","36","-26","-35","-13","-82","-28"
"日本人移動者","浦安市","","219","1,058","-261","61","362","-100","158","696","-161"
"日本人移動者","四街道市","","35","-75","87","28","-35","51","7","-40","36"
"日本人移動者","袖ケ浦市","","-18","-31","72","-15","-3","47","-3","-28","25"
"日本人移動者","八街市","","-54","-253","-183","-19","-121","-75","-35","-132","-108"
"日本人移動者","印西市","","276","-437","49","140","-265","32","136","-172","17"
"日本人移動者","白井市","","-8","-72","-14","-5","-69","-27","-3","-3","13"
"日本人移動者","富里市","","-20","33","-3","-1","19","12","-19","14","-15"
"日本人移動者","南房総市","","-82","-136","-33","-40","-55","-12","-42","-81","-21"
"日本人移動者","匝瑳市","","-33","-74","-48","-17","-26","-21","-16","-48","-27"
"日本人移動者","香取市","","-72","-179","-69","-40","-54","-14","-32","-125","-55"
"日本人移動者","山武市","","-49","-188","-96","-26","-90","-51","-23","-98","-45"
"日本人移動者","いすみ市","","-29","-83","-66","-19","-34","-35","-10","-49","-31"
"日本人移動者","大網白里市","","-40","-67","10","-17","-40","-15","-23","-27","25"
"日本人移動者","印旛郡","","120","-165","-85","68","-107","-17","52","-58","-68"
"日本人移動者","香取郡","","-39","-88","-31","-15","-40","-19","-24","-48","-12"
"日本人移動者","山武郡","","-62","-147","-77","-30","-71","-38","-32","-76","-39"
"日本人移動者","長生郡","","2","-163","-49","5","-61","-23","-3","-102","-26"
"日本人移動者","夷隅郡","","-17","-52","-22","-14","-22","-1","-3","-30","-21"
"日本人移動者","安房郡","","-17","-24","-15","-12","-8","-8","-5","-16","-7"
"日本人移動者","東京都市部","","16,124","53,380","18,245","7,796","24,092","9,284","8,328","29,288","8,961"
"日本人移動者","東京都郡部","","-70","-68","-17","-24","-29","-28","-46","-39","11"
"日本人移動者","特別区部","","9,801","51,374","19,966","4,434","23,602","10,216","5,367","27,772","9,750"
"日本人移動者","八王子市","","2,105","-1,413","-994","1,162","-787","-511","943","-626","-483"
"日本人移動者","立川市","","301","274","44","134","183","35","167","91","9"
"日本人移動者","武蔵野市","","218","549","224","103","259","121","115","290","103"
"日本人移動者","三鷹市","","288","564","41","124","273","55","164","291","-14"
"日本人移動者","青梅市","","-47","-98","-156","-20","10","-70","-27","-108","-86"
"日本人移動者","府中市","","392","371","-160","273","136","-194","119","235","34"
"日本人移動者","昭島市","","16","59","27","5","25","2","11","34","25"
"日本人移動者","調布市","","454","925","238","220","291","99","234","634","139"
"日本人移動者","町田市","","377","-317","-388","221","-169","-202","156","-148","-186"
"日本人移動者","小金井市","","225","429","71","114","160","44","111","269","27"
"日本人移動者","小平市","","345","-8","-78","197","61","-54","148","-69","-24"
"日本人移動者","日野市","","288","79","136","173","-9","91","115","88","45"
"日本人移動者","東村山市","","96","-80","-29","32","-58","-13","64","-22","-16"
"日本人移動者","国分寺市","","226","362","-38","111","157","-36","115","205","-2"
"日本人移動者","国立市","","170","21","-79","56","39","-32","114","-18","-47"
"日本人移動者","福生市","","24","62","-66","12","40","-52","12","22","-14"
"日本人移動者","狛江市","","115","374","49","76","99","13","39","275","36"
"日本人移動者","東大和市","","5","10","3","-2","-13","32","7","23","-29"
"日本人移動者","清瀬市","","68","48","51","16","6","16","52","42","35"
"日本人移動者","東久留米市","","19","-109","-26","-6","-80","2","25","-29","-28"
"日本人移動者","武蔵村山市","","5","-58","9","-2","-48","3","7","-10","6"
"日本人移動者","多摩市","","224","-54","-131","109","-49","-52","115","-5","-79"
"日本人移動者","稲城市","","99","85","-57","52","64","-26","47","21","-31"
"日本人移動者","羽村市","","77","-163","-164","91","-128","-98","-14","-35","-66"
"日本人移動者","あきる野市","","-21","-133","-146","-15","-72","-69","-6","-61","-77"
"日本人移動者","西東京市","","254","227","-102","126","100","-36","128","127","-66"
"日本人移動者","西多摩郡","","24","-119","-92","28","-57","-61","-4","-62","-31"
"日本人移動者","大島支庁","","-39","17","25","-23","18","8","-16","-1","17"
"日本人移動者","三宅支庁","","-4","8","12","-4","2","8","0","6","4"
"日本人移動者","八丈支庁","","-44","16","16","-22","4","8","-22","12","8"
"日本人移動者","小笠原支庁","","-7","10","22","-3","4","9","-4","6","13"
"日本人移動者","神奈川県市部","","5,218","10,984","1,222","3,036","4,932","416","2,182","6,052","806"
"日本人移動者","神奈川県郡部","","-36","-510","-303","-28","-209","-144","-8","-301","-159"
"日本人移動者","横浜市","","1,774","5,197","-349","949","2,245","-308","825","2,952","-41"
"日本人移動者","川崎市","","1,523","6,815","2,543","847","3,288","1,007","676","3,527","1,536"
"日本人移動者","相模原市","","517","162","-288","237","158","-15","280","4","-273"
"日本人移動者","横須賀市","","541","-838","-410","455","-599","-226","86","-239","-184"
"日本人移動者","平塚市","","130","-234","-198","76","-136","-126","54","-98","-72"
"日本人移動者","鎌倉市","","-21","-50","124","-3","-25","85","-18","-25","39"
"日本人移動者","藤沢市","","155","148","46","98","109","-67","57","39","113"
"日本人移動者","小田原市","","-21","-203","-145","-31","-84","-36","10","-119","-109"
"日本人移動者","茅ヶ崎市","","11","-38","9","-2","-65","3","13","27","6"
"日本人移動者","逗子市","","-22","-109","-24","-5","-71","-19","-17","-38","-5"
"日本人移動者","三浦市","","-24","-104","-106","-13","-63","-60","-11","-41","-46"
"日本人移動者","秦野市","","117","-299","-226","76","-172","-124","41","-127","-102"
"日本人移動者","厚木市","","206","-68","-191","144","43","-76","62","-111","-115"
"日本人移動者","大和市","","143","313","286","76","107","201","67","206","85"
"日本人移動者","伊勢原市","","69","116","-48","62","99","-12","7","17","-36"
"日本人移動者","海老名市","","24","199","153","1","155","110","23","44","43"
"日本人移動者","座間市","","102","91","48","70","-8","68","32","99","-20"
"日本人移動者","南足柄市","","-19","-67","-47","-13","-33","-25","-6","-34","-22"
"日本人移動者","綾瀬市","","13","-47","45","12","-16","36","1","-31","9"
"日本人移動者","三浦郡","","-21","-96","-70","-19","-45","-32","-2","-51","-38"
"日本人移動者","高座郡","","17","-76","-41","15","-20","-8","2","-56","-33"
"日本人移動者","中郡","","-41","-119","-35","-22","-62","-15","-19","-57","-20"
"日本人移動者","足柄上郡","","-17","-99","-14","-14","-36","-14","-3","-63","0"
"日本人移動者","足柄下郡","","26","-27","-89","0","-18","-49","26","-9","-40"
"日本人移動者","愛甲郡","","0","-93","-54","12","-28","-26","-12","-65","-28"
"日本人移動者","新潟県市部","","-1,393","-3,968","-663","-765","-1,768","-378","-628","-2,200","-285"
"日本人移動者","新潟県郡部","","-74","-253","-48","-21","-106","-34","-53","-147","-14"
"日本人移動者","新潟市","","-35","-832","37","-67","-439","-16","32","-393","53"
"日本人移動者","長岡市","","-106","-288","-62","-84","-79","-55","-22","-209","-7"
"日本人移動者","三条市","","-84","-221","-54","-38","-83","-42","-46","-138","-12"
"日本人移動者","柏崎市","","-74","-176","-50","-33","-70","-22","-41","-106","-28"
"日本人移動者","新発田市","","-33","-228","-83","9","-138","-50","-42","-90","-33"
"日本人移動者","小千谷市","","-48","-86","-37","-29","-40","-10","-19","-46","-27"
"日本人移動者","加茂市","","-7","-111","-38","-3","-50","-12","-4","-61","-26"
"日本人移動者","十日町市","","-99","-206","-51","-49","-99","-17","-50","-107","-34"
"日本人移動者","見附市","","-54","-95","-32","-24","-38","-19","-30","-57","-13"
"日本人移動者","村上市","","-74","-213","-67","-51","-89","-30","-23","-124","-37"
"日本人移動者","燕市","","-101","-130","7","-53","-73","11","-48","-57","-4"
"日本人移動者","糸魚川市","","-56","-116","-7","-29","-55","-8","-27","-61","1"
"日本人移動者","妙高市","","-39","-94","-50","-27","-27","-26","-12","-67","-24"
"日本人移動者","五泉市","","-46","-157","-50","-23","-63","-33","-23","-94","-17"
"日本人移動者","上越市","","-249","-361","-35","-112","-133","0","-137","-228","-35"
"日本人移動者","阿賀野市","","-47","-128","-35","-25","-65","-23","-22","-63","-12"
"日本人移動者","佐渡市","","-61","-135","18","-28","-44","18","-33","-91","0"
"日本人移動者","魚沼市","","-65","-127","5","-31","-62","-1","-34","-65","6"
"日本人移動者","南魚沼市","","-89","-180","-30","-48","-95","-20","-41","-85","-10"
"日本人移動者","胎内市","","-26","-84","-49","-20","-26","-23","-6","-58","-26"
"日本人移動者","北蒲原郡","","-27","-39","4","-9","-21","-2","-18","-18","6"
"日本人移動者","西蒲原郡","","-5","-16","-17","-1","-9","-10","-4","-7","-7"
"日本人移動者","南蒲原郡","","2","-52","-5","1","-23","-2","1","-29","-3"
"日本人移動者","東蒲原郡","","-19","-20","-16","-6","-7","-6","-13","-13","-10"
"日本人移動者","三島郡","","-4","-14","-13","-3","-7","-4","-1","-7","-9"
"日本人移動者","南魚沼郡","","4","-22","-6","8","-2","-2","-4","-20","-4"
"日本人移動者","中魚沼郡","","-15","-59","-2","-9","-28","-8","-6","-31","6"
"日本人移動者","刈羽郡","","-1","-17","-2","1","-6","-7","-2","-11","5"
"日本人移動者","岩船郡","","-9","-14","9","-3","-3","7","-6","-11","2"
"日本人移動者","富山県市部","","-346","-601","-68","-153","-129","-8","-193","-472","-60"
"日本人移動者","富山県郡部","","-52","-186","-118","-16","-70","-31","-36","-116","-87"
"日本人移動者","富山市","","-70","-29","191","-12","80","144","-58","-109","47"
"日本人移動者","高岡市","","-43","-140","-63","-15","-35","-40","-28","-105","-23"
"日本人移動者","魚津市","","-32","-41","7","-9","-10","9","-23","-31","-2"
"日本人移動者","氷見市","","-58","-88","-62","-34","-38","-25","-24","-50","-37"
"日本人移動者","滑川市","","-19","-60","5","-17","-33","4","-2","-27","1"
"日本人移動者","黒部市","","-4","29","0","4","45","-12","-8","-16","12"
"日本人移動者","砺波市","","-33","-38","-34","-24","-31","-5","-9","-7","-29"
"日本人移動者","小矢部市","","-23","-32","-14","-6","-20","-12","-17","-12","-2"
"日本人移動者","南砺市","","-37","-78","-69","-22","-39","-47","-15","-39","-22"
"日本人移動者","射水市","","-27","-124","-29","-18","-48","-24","-9","-76","-5"
"日本人移動者","中新川郡","","-38","-98","-47","-15","-33","-7","-23","-65","-40"
"日本人移動者","下新川郡","","-14","-88","-71","-1","-37","-24","-13","-51","-47"
"日本人移動者","石川県市部","","550","-1,509","-74","474","-897","-54","76","-612","-20"
"日本人移動者","石川県郡部","","-77","-318","-212","-31","-142","-77","-46","-176","-135"
"日本人移動者","金沢市","","427","-443","13","324","-271","-10","103","-172","23"
"日本人移動者","七尾市","","-52","-117","-87","-35","-43","-34","-17","-74","-53"
"日本人移動者","小松市","","-8","-85","34","-7","-30","0","-1","-55","34"
"日本人移動者","輪島市","","99","-114","-42","78","-68","-20","21","-46","-22"
"日本人移動者","珠洲市","","-29","-65","-42","-17","-27","-23","-12","-38","-19"
"日本人移動者","加賀市","","-57","-95","-63","-36","-31","-20","-21","-64","-43"
"日本人移動者","羽咋市","","-23","-47","-24","-17","-8","-8","-6","-39","-16"
"日本人移動者","かほく市","","-8","-61","68","-9","-3","23","1","-58","45"
"日本人移動者","白山市","","-54","-150","-23","-36","-79","-14","-18","-71","-9"
"日本人移動者","能美市","","-30","-37","7","-10","-15","1","-20","-22","6"
"日本人移動者","野々市市","","285","-295","85","239","-322","51","46","27","34"
"日本人移動者","能美郡","","-11","-11","1","-4","-1","1","-7","-10","0"
"日本人移動者","河北郡","","-34","-100","-120","-25","-29","-32","-9","-71","-88"
"日本人移動者","羽咋郡","","-20","-97","-62","-6","-42","-36","-14","-55","-26"
"日本人移動者","鹿島郡","","-18","-29","-3","-11","-18","4","-7","-11","-7"
"日本人移動者","鳳珠郡","","6","-81","-28","15","-52","-14","-9","-29","-14"
"日本人移動者","福井県市部","","-333","-804","-69","-185","-326","-25","-148","-478","-44"
"日本人移動者","福井県郡部","","-74","-231","-98","-34","-90","-38","-40","-141","-60"
"日本人移動者","福井市","","-79","-157","79","-47","-58","75","-32","-99","4"
"日本人移動者","敦賀市","","-45","-41","7","-37","2","-3","-8","-43","10"
"日本人移動者","小浜市","","-21","-91","1","-9","-41","2","-12","-50","-1"
"日本人移動者","大野市","","-26","-64","-27","-4","-26","-16","-22","-38","-11"
"日本人移動者","勝山市","","-19","-65","-34","-14","-42","-25","-5","-23","-9"
"日本人移動者","鯖江市","","-38","-31","21","-29","1","4","-9","-32","17"
"日本人移動者","あわら市","","-12","-81","-29","-4","-45","-8","-8","-36","-21"
"日本人移動者","越前市","","-59","-139","-3","-25","-48","-1","-34","-91","-2"
"日本人移動者","坂井市","","-34","-135","-84","-16","-69","-53","-18","-66","-31"
"日本人移動者","吉田郡","","14","-47","-24","9","-25","-2","5","-22","-22"
"日本人移動者","今立郡","","-1","-4","-8","-1","-2","-1","0","-2","-7"
"日本人移動者","南条郡","","-10","-29","-5","-5","-16","0","-5","-13","-5"
"日本人移動者","丹生郡","","-10","-69","-28","-6","-35","-17","-4","-34","-11"
"日本人移動者","三方郡","","-13","-6","-14","-2","-3","-3","-11","-3","-11"
"日本人移動者","大飯郡","","-33","-40","1","-17","2","2","-16","-42","-1"
"日本人移動者","三方上中郡","","-21","-36","-20","-12","-11","-17","-9","-25","-3"
"日本人移動者","山梨県市部","","64","-1,895","-436","-38","-848","-250","102","-1,047","-186"
"日本人移動者","山梨県郡部","","-43","-176","-8","-30","-45","-3","-13","-131","-5"
"日本人移動者","甲府市","","141","-346","-96","84","-176","-88","57","-170","-8"
"日本人移動者","富士吉田市","","-40","-105","-38","-23","-42","-34","-17","-63","-4"
"日本人移動者","都留市","","248","-341","-19","69","-139","-25","179","-202","6"
"日本人移動者","山梨市","","-23","-92","-36","-23","-48","-17","0","-44","-19"
"日本人移動者","大月市","","20","-172","-71","11","-81","-33","9","-91","-38"
"日本人移動者","韮崎市","","-30","-103","-29","-11","-34","-5","-19","-69","-24"
"日本人移動者","南アルプス市","","-59","-145","-47","-36","-65","-15","-23","-80","-32"
"日本人移動者","北杜市","","-58","-153","-34","-38","-65","-32","-20","-88","-2"
"日本人移動者","甲斐市","","-39","4","80","-21","2","60","-18","2","20"
"日本人移動者","笛吹市","","-44","-132","-14","-21","-67","7","-23","-65","-21"
"日本人移動者","上野原市","","-2","-125","-45","4","-59","-25","-6","-66","-20"
"日本人移動者","甲州市","","-30","-137","-42","-15","-62","-9","-15","-75","-33"
"日本人移動者","中央市","","-20","-48","-45","-18","-12","-34","-2","-36","-11"
"日本人移動者","西八代郡","","-9","-34","-13","-7","-17","-5","-2","-17","-8"
"日本人移動者","南巨摩郡","","-26","-119","-68","-16","-45","-38","-10","-74","-30"
"日本人移動者","中巨摩郡","","-16","33","76","-15","7","35","-1","26","41"
"日本人移動者","南都留郡","","11","-62","-1","10","5","5","1","-67","-6"
"日本人移動者","北都留郡","","-3","6","-2","-2","5","0","-1","1","-2"
"日本人移動者","長野県市部","","-1,170","-1,641","84","-600","-541","-74","-570","-1,100","158"
"日本人移動者","長野県郡部","","-480","-839","-342","-245","-304","-124","-235","-535","-218"
"日本人移動者","長野市","","-243","-235","70","-126","-113","-72","-117","-122","142"
"日本人移動者","松本市","","-68","-170","65","-36","-36","-8","-32","-134","73"
"日本人移動者","上田市","","-18","-141","-15","-17","-32","16","-1","-109","-31"
"日本人移動者","岡谷市","","-42","-56","10","-30","-13","4","-12","-43","6"
"日本人移動者","飯田市","","-107","-134","12","-70","-23","3","-37","-111","9"
"日本人移動者","諏訪市","","-55","0","13","-30","10","11","-25","-10","2"
"日本人移動者","須坂市","","-53","-64","-38","-32","-26","-16","-21","-38","-22"
"日本人移動者","小諸市","","-55","-66","23","-31","-33","13","-24","-33","10"
"日本人移動者","伊那市","","-68","-70","22","-33","-19","19","-35","-51","3"
"日本人移動者","駒ヶ根市","","-41","-77","9","-21","-14","-8","-20","-63","17"
"日本人移動者","中野市","","-41","-119","-60","-20","-50","-24","-21","-69","-36"
"日本人移動者","大町市","","-47","-57","-33","-17","-20","-18","-30","-37","-15"
"日本人移動者","飯山市","","-30","-66","-35","-15","-25","-16","-15","-41","-19"
"日本人移動者","茅野市","","45","-33","-10","52","-24","-3","-7","-9","-7"
"日本人移動者","塩尻市","","-63","-2","48","-26","46","6","-37","-48","42"
"日本人移動者","佐久市","","-99","-112","47","-53","-39","24","-46","-73","23"
"日本人移動者","千曲市","","-31","-112","-51","-20","-59","-5","-11","-53","-46"
"日本人移動者","東御市","","-34","-74","3","-16","-43","-5","-18","-31","8"
"日本人移動者","安曇野市","","-120","-53","4","-59","-28","5","-61","-25","-1"
"日本人移動者","南佐久郡","","-38","-80","-10","-18","-35","-13","-20","-45","3"
"日本人移動者","北佐久郡","","-57","22","-35","-30","23","-9","-27","-1","-26"
"日本人移動者","小県郡","","-8","-48","-30","-6","-20","-16","-2","-28","-14"
"日本人移動者","諏訪郡","","-31","-74","-61","-10","-19","-28","-21","-55","-33"
"日本人移動者","上伊那郡","","-64","-94","-36","-35","0","11","-29","-94","-47"
"日本人移動者","下伊那郡","","-105","-170","-43","-51","-81","-4","-54","-89","-39"
"日本人移動者","木曽郡","","-34","-71","-29","-25","-23","-7","-9","-48","-22"
"日本人移動者","東筑摩郡","","-21","-46","3","-9","-20","2","-12","-26","1"
"日本人移動者","北安曇郡","","-29","-77","-11","-4","-36","-14","-25","-41","3"
"日本人移動者","埴科郡","","-25","-14","-15","-13","-9","-9","-12","-5","-6"
"日本人移動者","上高井郡","","-22","-60","0","-11","-26","-7","-11","-34","7"
"日本人移動者","下高井郡","","-16","-76","-40","-18","-42","-9","2","-34","-31"
"日本人移動者","上水内郡","","-28","-44","-38","-15","-17","-22","-13","-27","-16"
"日本人移動者","下水内郡","","-2","-7","3","0","1","1","-2","-8","2"
"日本人移動者","岐阜県市部","","-761","-2,299","-1,246","-454","-1,074","-390","-307","-1,225","-856"
"日本人移動者","岐阜県郡部","","-221","-518","-316","-111","-222","-149","-110","-296","-167"
"日本人移動者","岐阜市","","-3","-270","-193","-45","-186","-45","42","-84","-148"
"日本人移動者","大垣市","","61","-47","-45","29","-51","22","32","4","-67"
"日本人移動者","高山市","","-133","-155","-37","-67","-82","3","-66","-73","-40"
"日本人移動者","多治見市","","-74","-211","-142","-44","-96","-76","-30","-115","-66"
"日本人移動者","関市","","-39","-171","-142","-1","-81","-68","-38","-90","-74"
"日本人移動者","中津川市","","-84","-138","-61","-41","-54","-21","-43","-84","-40"
"日本人移動者","美濃市","","4","-64","-27","6","-24","-19","-2","-40","-8"
"日本人移動者","瑞浪市","","-141","-62","-42","-82","-23","5","-59","-39","-47"
"日本人移動者","羽島市","","-28","-95","-47","-21","-44","-11","-7","-51","-36"
"日本人移動者","恵那市","","-59","-139","-88","-28","-54","-33","-31","-85","-55"
"日本人移動者","美濃加茂市","","19","-43","48","18","-13","36","1","-30","12"
"日本人移動者","土岐市","","-20","-87","-59","-24","-40","-24","4","-47","-35"
"日本人移動者","各務原市","","-15","-59","-98","8","10","-57","-23","-69","-41"
"日本人移動者","可児市","","-24","-129","-66","-8","-44","-9","-16","-85","-57"
"日本人移動者","山県市","","-30","-72","-46","-19","-31","-14","-11","-41","-32"
"日本人移動者","瑞穂市","","34","7","55","31","-27","25","3","34","30"
"日本人移動者","飛騨市","","-44","-64","-17","-29","-11","-10","-15","-53","-7"
"日本人移動者","本巣市","","-25","-101","-66","-30","-53","-29","5","-48","-37"
"日本人移動者","郡上市","","-64","-147","-60","-40","-53","-20","-24","-94","-40"
"日本人移動者","下呂市","","-68","-126","-28","-50","-60","-12","-18","-66","-16"
"日本人移動者","海津市","","-28","-126","-85","-17","-57","-33","-11","-69","-52"
"日本人移動者","羽島郡","","-11","44","148","-19","33","88","8","11","60"
"日本人移動者","養老郡","","-33","-73","-93","-16","-42","-34","-17","-31","-59"
"日本人移動者","不破郡","","-12","-49","-55","-6","-19","-34","-6","-30","-21"
"日本人移動者","安八郡","","-17","-49","-73","-2","-7","-34","-15","-42","-39"
"日本人移動者","揖斐郡","","-89","-188","-136","-51","-79","-81","-38","-109","-55"
"日本人移動者","本巣郡","","-6","-24","2","2","-6","10","-8","-18","-8"
"日本人移動者","加茂郡","","-50","-116","-69","-22","-72","-44","-28","-44","-25"
"日本人移動者","可児郡","","-3","-57","-41","3","-28","-19","-6","-29","-22"
"日本人移動者","大野郡","","0","-6","1","0","-2","-1","0","-4","2"
"日本人移動者","静岡県市部","","-1,541","-2,242","-624","-677","-506","-334","-864","-1,736","-290"
"日本人移動者","静岡県郡部","","-306","-335","6","-173","-170","-34","-133","-165","40"
"日本人移動者","静岡市","","-114","-205","-90","-49","-76","7","-65","-129","-97"
"日本人移動者","浜松市","","-373","-141","123","-195","64","54","-178","-205","69"
"日本人移動者","沼津市","","-82","-185","-97","-27","-14","-39","-55","-171","-58"
"日本人移動者","熱海市","","35","-39","-41","14","-28","-10","21","-11","-31"
"日本人移動者","三島市","","-10","-156","-31","-17","-87","-5","7","-69","-26"
"日本人移動者","富士宮市","","-117","-116","2","-92","-23","-9","-25","-93","11"
"日本人移動者","伊東市","","-79","-151","-20","-33","-72","-14","-46","-79","-6"
"日本人移動者","島田市","","-81","-137","-47","-42","-82","-30","-39","-55","-17"
"日本人移動者","富士市","","-181","-294","-4","-76","-73","20","-105","-221","-24"
"日本人移動者","磐田市","","-128","-15","-141","-61","67","-97","-67","-82","-44"
"日本人移動者","焼津市","","-99","-196","-39","-61","-103","-35","-38","-93","-4"
"日本人移動者","掛川市","","-70","-34","13","-37","-8","21","-33","-26","-8"
"日本人移動者","藤枝市","","-100","-204","17","-38","-72","10","-62","-132","7"
"日本人移動者","御殿場市","","81","-1","-65","102","21","-66","-21","-22","1"
"日本人移動者","袋井市","","-40","-8","80","-19","26","60","-21","-34","20"
"日本人移動者","下田市","","-36","-22","-30","-15","-7","-28","-21","-15","-2"
"日本人移動者","裾野市","","34","-5","-17","43","41","-31","-9","-46","14"
"日本人移動者","湖西市","","-42","-35","-64","-17","16","-38","-25","-51","-26"
"日本人移動者","伊豆市","","-31","-66","-37","-11","-36","-26","-20","-30","-11"
"日本人移動者","御前崎市","","-10","-52","-56","-3","-28","-28","-7","-24","-28"
"日本人移動者","菊川市","","-20","-36","25","-11","-6","10","-9","-30","15"
"日本人移動者","伊豆の国市","","-32","-93","-23","-13","-42","-18","-19","-51","-5"
"日本人移動者","牧之原市","","-46","-51","-82","-19","16","-42","-27","-67","-40"
"日本人移動者","賀茂郡","","-83","-106","-39","-47","-41","-16","-36","-65","-23"
"日本人移動者","田方郡","","-57","-69","-9","-29","-42","-1","-28","-27","-8"
"日本人移動者","駿東郡","","-129","-80","108","-86","-57","11","-43","-23","97"
"日本人移動者","榛原郡","","-23","-37","-16","-6","-1","-7","-17","-36","-9"
"日本人移動者","周智郡","","-14","-43","-38","-5","-29","-21","-9","-14","-17"
"日本人移動者","愛知県市部","","2,321","5,454","1,017","1,870","3,557","176","451","1,897","841"
"日本人移動者","愛知県郡部","","-51","-200","31","-20","-107","18","-31","-93","13"
"日本人移動者","名古屋市","","858","5,324","859","356","2,768","302","502","2,556","557"
"日本人移動者","豊橋市","","-89","-230","-47","-19","-101","-10","-70","-129","-37"
"日本人移動者","岡崎市","","-45","205","252","-23","225","164","-22","-20","88"
"日本人移動者","一宮市","","-150","-187","2","-102","-112","-6","-48","-75","8"
"日本人移動者","瀬戸市","","-48","-250","-31","-33","-138","-18","-15","-112","-13"
"日本人移動者","半田市","","23","8","10","23","8","25","0","0","-15"
"日本人移動者","春日井市","","31","-10","89","35","19","76","-4","-29","13"
"日本人移動者","豊川市","","8","-12","46","15","-6","52","-7","-6","-6"
"日本人移動者","津島市","","-32","-80","-120","-16","-33","-55","-16","-47","-65"
"日本人移動者","碧南市","","41","-25","16","43","13","-6","-2","-38","22"
"日本人移動者","刈谷市","","370","211","-140","333","151","-178","37","60","38"
"日本人移動者","豊田市","","934","350","-751","851","374","-583","83","-24","-168"
"日本人移動者","安城市","","157","100","281","119","98","105","38","2","176"
"日本人移動者","西尾市","","14","-112","-188","28","-21","-94","-14","-91","-94"
"日本人移動者","蒲郡市","","-10","-68","-37","-3","-10","-3","-7","-58","-34"
"日本人移動者","犬山市","","-19","-78","-99","-11","-36","-58","-8","-42","-41"
"日本人移動者","常滑市","","20","176","-52","10","75","-18","10","101","-34"
"日本人移動者","江南市","","-23","-114","-13","-20","-42","-8","-3","-72","-5"
"日本人移動者","小牧市","","35","-59","-263","23","16","-161","12","-75","-102"
"日本人移動者","稲沢市","","-35","-51","-159","-6","-1","-102","-29","-50","-57"
"日本人移動者","新城市","","-41","-147","-49","-18","-70","-21","-23","-77","-28"
"日本人移動者","東海市","","222","71","-63","215","34","-99","7","37","36"
"日本人移動者","大府市","","54","131","177","50","85","63","4","46","114"
"日本人移動者","知多市","","-37","-69","-39","-16","-24","-25","-21","-45","-14"
"日本人移動者","知立市","","25","232","164","16","221","95","9","11","69"
"日本人移動者","尾張旭市","","-13","-25","51","-1","-22","21","-12","-3","30"
"日本人移動者","高浜市","","33","79","-5","31","57","-3","2","22","-2"
"日本人移動者","岩倉市","","-23","34","72","-11","21","52","-12","13","20"
"日本人移動者","豊明市","","1","-13","2","-6","-9","32","7","-4","-30"
"日本人移動者","日進市","","4","9","308","-17","-16","184","21","25","124"
"日本人移動者","田原市","","42","-129","-72","67","-48","-50","-25","-81","-22"
"日本人移動者","愛西市","","-35","-141","-107","-40","-54","-40","5","-87","-67"
"日本人移動者","清須市","","39","140","439","24","89","265","15","51","174"
"日本人移動者","北名古屋市","","-19","78","201","-29","12","97","10","66","104"
"日本人移動者","弥富市","","-4","23","24","0","-1","9","-4","24","15"
"日本人移動者","みよし市","","-32","5","123","-5","1","78","-27","4","45"
"日本人移動者","あま市","","-21","27","12","-15","23","27","-6","4","-15"
"日本人移動者","愛知郡","","-8","-3","4","0","18","15","-8","-21","-11"
"日本人移動者","西春日井郡","","0","54","22","1","37","3","-1","17","19"
"日本人移動者","丹羽郡","","6","-8","8","-2","14","-25","8","-22","33"
"日本人移動者","海部郡","","8","-35","15","3","-52","-7","5","17","22"
"日本人移動者","知多郡","","-29","-209","-112","0","-123","-30","-29","-86","-82"
