"","","/都市間移動者数・その他","転入超過数","転入超過数","転入超過数","転入超過数","転入超過数","転入超過数","転入超過数","転入超過数","転入超過数"
"","","/性別","総数","総数","総数","男","男","男","女","女","女"
"国籍","全国・都道府県・市区町村2018～","/年齢","15～19歳","20～24歳","25～29歳","15～19歳","20～24歳","25～29歳","15～19歳","20～24歳","25～29歳"
"日本人移動者","安城市","","228","107","189","205","41","96","23","66","93"
"日本人移動者","西尾市","","5","-211","-245","18","-66","-163","-13","-145","-82"
"日本人移動者","蒲郡市","","-16","-51","-20","-8","0","4","-8","-51","-24"
"日本人移動者","犬山市","","-39","-126","-43","-25","-58","-22","-14","-68","-21"
"日本人移動者","常滑市","","32","106","-135","33","44","-53","-1","62","-82"
"日本人移動者","江南市","","-37","-96","-39","-34","-74","-10","-3","-22","-29"
"日本人移動者","小牧市","","61","11","-128","72","43","-100","-11","-32","-28"
"日本人移動者","稲沢市","","-24","-165","-9","-10","-89","-24","-14","-76","15"
"日本人移動者","新城市","","-44","-164","-83","-21","-76","-42","-23","-88","-41"
"日本人移動者","東海市","","283","176","-78","278","115","-122","5","61","44"
"日本人移動者","大府市","","24","64","93","41","54","34","-17","10","59"
"日本人移動者","知多市","","-32","-45","-61","-17","-17","-29","-15","-28","-32"
"日本人移動者","知立市","","1","203","117","0","179","72","1","24","45"
"日本人移動者","尾張旭市","","-5","-41","-21","-6","-40","-3","1","-1","-18"
"日本人移動者","高浜市","","78","29","-10","81","42","-21","-3","-13","11"
"日本人移動者","岩倉市","","3","29","62","-8","27","47","11","2","15"
"日本人移動者","豊明市","","6","-1","26","0","12","31","6","-13","-5"
"日本人移動者","日進市","","35","-26","151","18","-8","44","17","-18","107"
"日本人移動者","田原市","","58","-177","-148","84","-86","-85","-26","-91","-63"
"日本人移動者","愛西市","","-22","-154","-72","-17","-69","-45","-5","-85","-27"
"日本人移動者","清須市","","12","58","166","12","19","65","0","39","101"
"日本人移動者","北名古屋市","","-2","117","153","-13","49","47","11","68","106"
"日本人移動者","弥富市","","-6","-14","-14","1","-29","-9","-7","15","-5"
"日本人移動者","みよし市","","-50","-43","14","-22","-16","-2","-28","-27","16"
"日本人移動者","あま市","","-43","-2","44","-30","3","2","-13","-5","42"
"日本人移動者","長久手市","","76","-13","94","48","-19","49","28","6","45"
"日本人移動者","愛知郡","","-29","-43","19","-22","-8","9","-7","-35","10"
"日本人移動者","西春日井郡","","-16","42","-9","-13","39","-14","-3","3","5"
"日本人移動者","丹羽郡","","32","3","2","16","34","4","16","-31","-2"
"日本人移動者","海部郡","","-31","-23","87","-23","-11","25","-8","-12","62"
"日本人移動者","知多郡","","4","-233","-187","0","-110","-80","4","-123","-107"
"日本人移動者","額田郡","","15","73","113","1","38","43","14","35","70"
"日本人移動者","北設楽郡","","-11","-12","-17","-4","11","-4","-7","-23","-13"
"日本人移動者","三重県市部","","-714","-1,195","-602","-439","-228","-111","-275","-967","-491"
"日本人移動者","三重県郡部","","-238","-348","-90","-162","-162","-61","-76","-186","-29"
"日本人移動者","津市","","-99","-190","-162","-61","-71","-65","-38","-119","-97"
"日本人移動者","四日市市","","-126","400","174","-82","394","180","-44","6","-6"
"日本人移動者","伊勢市","","-38","-279","-121","-34","-121","-58","-4","-158","-63"
"日本人移動者","松阪市","","-121","-89","-53","-81","-13","-4","-40","-76","-49"
"日本人移動者","桑名市","","-7","-256","-136","-32","-103","-25","25","-153","-111"
"日本人移動者","鈴鹿市","","-71","-18","15","-44","10","15","-27","-28","0"
"日本人移動者","名張市","","-22","-190","-61","-19","-113","-23","-3","-77","-38"
"日本人移動者","尾鷲市","","-34","-53","-17","-18","-12","-6","-16","-41","-11"
"日本人移動者","亀山市","","-11","-39","-8","-5","21","6","-6","-60","-14"
"日本人移動者","鳥羽市","","-17","-59","-25","-11","-40","-12","-6","-19","-13"
"日本人移動者","熊野市","","-41","-46","-10","-22","-8","-11","-19","-38","1"
"日本人移動者","いなべ市","","91","-114","-53","81","-48","-11","10","-66","-42"
"日本人移動者","志摩市","","-106","-136","-56","-53","-82","-35","-53","-54","-21"
"日本人移動者","伊賀市","","-112","-126","-89","-58","-42","-62","-54","-84","-27"
"日本人移動者","桑名郡","","-1","-30","-4","-3","-12","-7","2","-18","3"
"日本人移動者","員弁郡","","-16","-34","37","-7","-24","11","-9","-10","26"
"日本人移動者","三重郡","","-30","22","-6","-24","27","-2","-6","-5","-4"
"日本人移動者","多気郡","","-49","-79","-45","-30","-48","-30","-19","-31","-15"
"日本人移動者","度会郡","","-56","-118","-61","-42","-52","-28","-14","-66","-33"
"日本人移動者","北牟婁郡","","-43","-49","-19","-29","-25","-15","-14","-24","-4"
"日本人移動者","南牟婁郡","","-43","-60","8","-27","-28","10","-16","-32","-2"
"日本人移動者","滋賀県市部","","27","-1,394","40","82","-683","18","-55","-711","22"
"日本人移動者","滋賀県郡部","","-8","-101","-124","-2","-34","-69","-6","-67","-55"
"日本人移動者","大津市","","16","-439","65","12","-258","50","4","-181","15"
"日本人移動者","彦根市","","50","-33","54","42","18","63","8","-51","-9"
"日本人移動者","長浜市","","-45","-232","-83","-30","-93","-26","-15","-139","-57"
"日本人移動者","近江八幡市","","-11","-49","-8","-5","-29","8","-6","-20","-16"
"日本人移動者","草津市","","123","19","3","94","-21","-43","29","40","46"
"日本人移動者","守山市","","3","-48","87","10","-39","54","-7","-9","33"
"日本人移動者","栗東市","","0","65","263","-9","14","131","9","51","132"
"日本人移動者","甲賀市","","-30","-203","-118","-12","-70","-54","-18","-133","-64"
"日本人移動者","野洲市","","-16","-23","81","-10","7","35","-6","-30","46"
"日本人移動者","湖南市","","0","-37","-84","11","-27","-54","-11","-10","-30"
"日本人移動者","高島市","","-27","-176","-97","-7","-90","-76","-20","-86","-21"
"日本人移動者","東近江市","","-29","-126","-85","-15","-44","-56","-14","-82","-29"
"日本人移動者","米原市","","-7","-112","-38","1","-51","-14","-8","-61","-24"
"日本人移動者","蒲生郡","","22","-76","-66","26","-39","-32","-4","-37","-34"
"日本人移動者","愛知郡","","-12","36","-51","-14","35","-38","2","1","-13"
"日本人移動者","犬上郡","","-18","-61","-7","-14","-30","1","-4","-31","-8"
"日本人移動者","京都府市部","","1,981","-719","-1,899","1,125","-848","-925","856","129","-974"
"日本人移動者","京都府郡部","","-94","-467","-144","-45","-230","-63","-49","-237","-81"
"日本人移動者","京都市","","1,856","1,205","-1,405","942","249","-635","914","956","-770"
"日本人移動者","福知山市","","5","-89","-54","41","-26","-28","-36","-63","-26"
"日本人移動者","舞鶴市","","168","-358","-75","151","-257","-64","17","-101","-11"
"日本人移動者","綾部市","","-53","-60","-24","-31","-26","-5","-22","-34","-19"
"日本人移動者","宇治市","","36","-207","-217","30","-131","-111","6","-76","-106"
"日本人移動者","宮津市","","-14","-71","-9","-9","-35","-9","-5","-36","0"
"日本人移動者","亀岡市","","-39","-236","-159","-12","-100","-56","-27","-136","-103"
"日本人移動者","城陽市","","-7","-91","-27","-10","-63","-2","3","-28","-25"
"日本人移動者","向日市","","9","-23","130","0","-25","57","9","2","73"
"日本人移動者","長岡京市","","3","-68","22","1","-30","3","2","-38","19"
"日本人移動者","八幡市","","2","-85","-101","6","-52","-61","-4","-33","-40"
"日本人移動者","京田辺市","","70","-139","32","42","-88","14","28","-51","18"
"日本人移動者","京丹後市","","-81","-240","-13","-43","-113","-21","-38","-127","8"
"日本人移動者","南丹市","","49","-123","-66","24","-69","-27","25","-54","-39"
"日本人移動者","木津川市","","-23","-134","67","-7","-82","20","-16","-52","47"
"日本人移動者","乙訓郡","","-2","-23","40","-1","-22","22","-1","-1","18"
"日本人移動者","久世郡","","-20","-16","-9","-7","0","-4","-13","-16","-5"
"日本人移動者","綴喜郡","","-15","-73","-22","-9","-41","-10","-6","-32","-12"
"日本人移動者","相楽郡","","-12","-137","-91","-9","-75","-42","-3","-62","-49"
"日本人移動者","船井郡","","-13","-64","-25","-3","-37","-11","-10","-27","-14"
"日本人移動者","与謝郡","","-32","-154","-37","-16","-55","-18","-16","-99","-19"
"日本人移動者","大阪府市部","","2,582","7,450","1,360","1,099","1,903","449","1,483","5,547","911"
"日本人移動者","大阪府郡部","","-26","-483","-224","9","-286","-145","-35","-197","-79"
"日本人移動者","大阪市","","1,602","10,448","4,147","679","4,344","2,020","923","6,104","2,127"
"日本人移動者","堺市","","-1","-145","-152","-7","-91","-116","6","-54","-36"
"日本人移動者","岸和田市","","-43","-182","-314","-47","-104","-123","4","-78","-191"
"日本人移動者","豊中市","","66","-23","423","9","-173","172","57","150","251"
"日本人移動者","池田市","","170","18","-85","81","24","-79","89","-6","-6"
"日本人移動者","吹田市","","84","502","69","31","217","-13","53","285","82"
"日本人移動者","泉大津市","","4","15","-39","-1","-32","-39","5","47","0"
"日本人移動者","高槻市","","13","-114","-215","-5","-108","-70","18","-6","-145"
"日本人移動者","貝塚市","","-34","-166","-166","-13","-87","-79","-21","-79","-87"
"日本人移動者","守口市","","-31","46","42","-16","5","3","-15","41","39"
"日本人移動者","枚方市","","123","-634","-330","18","-387","-126","105","-247","-204"
"日本人移動者","茨木市","","143","54","162","92","-62","90","51","116","72"
"日本人移動者","八尾市","","69","-207","57","44","-149","11","25","-58","46"
"日本人移動者","泉佐野市","","67","137","-129","42","6","-111","25","131","-18"
"日本人移動者","富田林市","","31","-282","-268","16","-161","-140","15","-121","-128"
"日本人移動者","寝屋川市","","3","-271","-256","-8","-175","-127","11","-96","-129"
"日本人移動者","河内長野市","","-71","-250","-193","-54","-126","-89","-17","-124","-104"
"日本人移動者","松原市","","28","-142","-34","26","-83","-35","2","-59","1"
"日本人移動者","大東市","","17","-221","-112","28","-136","-50","-11","-85","-62"
"日本人移動者","和泉市","","12","-263","-154","29","-170","-102","-17","-93","-52"
"日本人移動者","箕面市","","55","-164","-163","20","-110","-122","35","-54","-41"
"日本人移動者","柏原市","","1","-129","-123","-6","-54","-76","7","-75","-47"
"日本人移動者","羽曳野市","","29","-166","-111","15","-106","-44","14","-60","-67"
"日本人移動者","門真市","","44","48","-71","11","-4","-15","33","52","-56"
"日本人移動者","摂津市","","87","97","72","51","40","50","36","57","22"
"日本人移動者","高石市","","15","-46","70","26","-30","25","-11","-16","45"
"日本人移動者","藤井寺市","","10","-85","-97","0","-52","-53","10","-33","-44"
"日本人移動者","東大阪市","","149","124","-274","50","29","-124","99","95","-150"
"日本人移動者","泉南市","","-42","-141","-110","-24","-88","-56","-18","-53","-54"
"日本人移動者","四條畷市","","2","-15","-17","11","-15","-13","-9","0","-4"
"日本人移動者","交野市","","-49","-151","-71","-27","-89","-27","-22","-62","-44"
"日本人移動者","大阪狭山市","","70","-83","-43","46","-86","-11","24","3","-32"
"日本人移動者","阪南市","","-41","-159","-155","-18","-84","-82","-23","-75","-73"
"日本人移動者","三島郡","","-22","-58","88","-18","-31","36","-4","-27","52"
"日本人移動者","豊能郡","","-30","-93","-99","-16","-57","-51","-14","-36","-48"
"日本人移動者","泉北郡","","1","-10","-4","8","-7","2","-7","-3","-6"
"日本人移動者","泉南郡","","37","-197","-136","47","-125","-77","-10","-72","-59"
"日本人移動者","南河内郡","","-12","-125","-73","-12","-66","-55","0","-59","-18"
"日本人移動者","兵庫県市部","","9","-3,761","-1,792","-13","-2,529","-1,033","22","-1,232","-759"
"日本人移動者","兵庫県郡部","","-231","-775","-362","-124","-339","-185","-107","-436","-177"
"日本人移動者","神戸市","","305","-186","-925","138","-532","-381","167","346","-544"
"日本人移動者","姫路市","","-116","-294","-184","-29","-132","-141","-87","-162","-43"
"日本人移動者","尼崎市","","197","824","614","121","264","321","76","560","293"
"日本人移動者","明石市","","-51","89","451","-53","77","165","2","12","286"
"日本人移動者","西宮市","","135","-112","-18","64","-191","-8","71","79","-10"
"日本人移動者","洲本市","","-49","-149","-40","-26","-47","-35","-23","-102","-5"
"日本人移動者","芦屋市","","7","-67","-145","15","-85","-98","-8","18","-47"
"日本人移動者","伊丹市","","164","-96","175","118","-90","88","46","-6","87"
"日本人移動者","相生市","","2","-84","-55","0","-52","-20","2","-32","-35"
"日本人移動者","豊岡市","","-102","-280","-62","-73","-86","-32","-29","-194","-30"
"日本人移動者","加古川市","","26","-378","-112","41","-184","-34","-15","-194","-78"
"日本人移動者","赤穂市","","-23","-128","-80","-16","-63","-37","-7","-65","-43"
"日本人移動者","西脇市","","-28","-70","-53","-21","-11","-20","-7","-59","-33"
"日本人移動者","宝塚市","","9","-416","-12","-43","-263","-13","52","-153","1"
"日本人移動者","三木市","","-33","-174","-90","-20","-80","-60","-13","-94","-30"
"日本人移動者","高砂市","","-20","-171","-129","-5","-90","-120","-15","-81","-9"
"日本人移動者","川西市","","-44","-226","-187","-15","-145","-122","-29","-81","-65"
"日本人移動者","小野市","","-38","-78","-43","-20","-45","-19","-18","-33","-24"
"日本人移動者","三田市","","-20","-386","-377","-13","-157","-241","-7","-229","-136"
"日本人移動者","加西市","","-22","-55","-91","-19","-13","-16","-3","-42","-75"
"日本人移動者","篠山市","","-34","-110","-49","-22","-61","-31","-12","-49","-18"
"日本人移動者","養父市","","-29","-92","-32","-21","-45","-19","-8","-47","-13"
"日本人移動者","丹波市","","-70","-221","-94","-32","-85","-38","-38","-136","-56"
"日本人移動者","南あわじ市","","-21","-185","-10","0","-96","-11","-21","-89","1"
"日本人移動者","朝来市","","-5","-98","-35","-8","-48","-10","3","-50","-25"
"日本人移動者","淡路市","","-39","-146","-51","-34","-52","-24","-5","-94","-27"
"日本人移動者","宍粟市","","-63","-150","-60","-36","-65","-26","-27","-85","-34"
"日本人移動者","加東市","","10","-122","-16","10","-68","-2","0","-54","-14"
"日本人移動者","たつの市","","-39","-200","-82","-14","-84","-49","-25","-116","-33"
"日本人移動者","川辺郡","","-26","-139","-67","-13","-70","-32","-13","-69","-35"
"日本人移動者","多可郡","","-39","-97","-60","-16","-42","-33","-23","-55","-27"
"日本人移動者","加古郡","","-31","-84","-49","-2","-17","-26","-29","-67","-23"
"日本人移動者","神崎郡","","-26","-150","-62","-17","-72","-40","-9","-78","-22"
"日本人移動者","揖保郡","","-14","-37","-26","-12","-22","0","-2","-15","-26"
"日本人移動者","赤穂郡","","-15","-57","-33","-11","-14","-21","-4","-43","-12"
"日本人移動者","佐用郡","","-27","-81","-27","-16","-42","-5","-11","-39","-22"
"日本人移動者","美方郡","","-53","-130","-38","-37","-60","-28","-16","-70","-10"
"日本人移動者","奈良県市部","","240","-1,885","-1,386","45","-1,151","-624","195","-734","-762"
"日本人移動者","奈良県郡部","","-78","-543","-295","-70","-286","-206","-8","-257","-89"
"日本人移動者","奈良市","","39","-445","-484","-22","-247","-225","61","-198","-259"
"日本人移動者","大和高田市","","29","-80","-133","12","-57","-64","17","-23","-69"
"日本人移動者","大和郡山市","","14","-161","-87","2","-107","-42","12","-54","-45"
"日本人移動者","天理市","","287","-309","-208","140","-188","-99","147","-121","-109"
"日本人移動者","橿原市","","-11","-50","-37","-17","-65","-1","6","15","-36"
"日本人移動者","桜井市","","-30","-126","-92","-13","-78","-32","-17","-48","-60"
"日本人移動者","五條市","","-27","-118","-62","-6","-53","-31","-21","-65","-31"
"日本人移動者","御所市","","-9","-75","-86","-10","-38","-28","1","-37","-58"
"日本人移動者","生駒市","","-2","-237","-174","-13","-174","-96","11","-63","-78"
"日本人移動者","香芝市","","-30","-132","84","-16","-73","41","-14","-59","43"
"日本人移動者","葛城市","","-1","-57","-2","-9","-33","-2","8","-24","0"
"日本人移動者","宇陀市","","-19","-95","-105","-3","-38","-45","-16","-57","-60"
"日本人移動者","山辺郡","","2","-13","-15","1","-6","-7","1","-7","-8"
"日本人移動者","生駒郡","","0","-129","-28","-7","-81","-23","7","-48","-5"
"日本人移動者","磯城郡","","-9","-63","-47","-14","-27","-24","5","-36","-23"
"日本人移動者","宇陀郡","","-3","-13","-9","-4","-8","-6","1","-5","-3"
"日本人移動者","高市郡","","-10","-27","-17","-4","-13","-12","-6","-14","-5"
"日本人移動者","北葛城郡","","-32","-185","-36","-27","-93","-43","-5","-92","7"
"日本人移動者","吉野郡","","-26","-113","-143","-15","-58","-91","-11","-55","-52"
"日本人移動者","和歌山県市部","","-418","-1,253","-550","-225","-569","-254","-193","-684","-296"
"日本人移動者","和歌山県郡部","","-225","-575","-192","-113","-281","-102","-112","-294","-90"
"日本人移動者","和歌山市","","-49","-266","-135","-3","-100","-99","-46","-166","-36"
"日本人移動者","海南市","","-18","-85","-42","-9","-56","-5","-9","-29","-37"
"日本人移動者","橋本市","","-35","-151","-133","-24","-82","-58","-11","-69","-75"
"日本人移動者","有田市","","-23","-95","-77","-8","-41","-40","-15","-54","-37"
"日本人移動者","御坊市","","-25","-48","-45","-14","-32","-21","-11","-16","-24"
"日本人移動者","田辺市","","-126","-174","-48","-76","-74","-2","-50","-100","-46"
"日本人移動者","新宮市","","-45","-86","4","-31","-33","4","-14","-53","0"
"日本人移動者","紀の川市","","-51","-240","-139","-30","-102","-71","-21","-138","-68"
"日本人移動者","岩出市","","-46","-108","65","-30","-49","38","-16","-59","27"
"日本人移動者","海草郡","","-8","-22","-20","-4","-11","-7","-4","-11","-13"
"日本人移動者","伊都郡","","9","-75","-34","10","-34","-18","-1","-41","-16"
"日本人移動者","有田郡","","-41","-124","-41","-21","-61","-34","-20","-63","-7"
"日本人移動者","日高郡","","-33","-175","-60","-15","-87","-28","-18","-88","-32"
"日本人移動者","西牟婁郡","","-76","-78","-12","-42","-38","-4","-34","-40","-8"
"日本人移動者","東牟婁郡","","-76","-101","-25","-41","-50","-11","-35","-51","-14"
"日本人移動者","鳥取県市部","","-216","-845","5","-87","-445","-33","-129","-400","38"
"日本人移動者","鳥取県郡部","","-211","-374","-134","-121","-161","-76","-90","-213","-58"
"日本人移動者","鳥取市","","-49","-486","-72","-8","-283","-50","-41","-203","-22"
"日本人移動者","米子市","","-85","-174","90","-43","-88","27","-42","-86","63"
"日本人移動者","倉吉市","","-61","-120","-19","-31","-56","-7","-30","-64","-12"
"日本人移動者","境港市","","-21","-65","6","-5","-18","-3","-16","-47","9"
"日本人移動者","岩美郡","","-6","-14","-12","-4","-15","-5","-2","1","-7"
"日本人移動者","八頭郡","","-27","-99","-57","-10","-35","-34","-17","-64","-23"
"日本人移動者","東伯郡","","-81","-115","-8","-52","-55","-10","-29","-60","2"
"日本人移動者","西伯郡","","-77","-105","-40","-46","-43","-24","-31","-62","-16"
"日本人移動者","日野郡","","-20","-41","-17","-9","-13","-3","-11","-28","-14"
"日本人移動者","島根県市部","","-344","-953","-114","-145","-424","-38","-199","-529","-76"
"日本人移動者","島根県郡部","","-70","-169","28","-41","-52","6","-29","-117","22"
"日本人移動者","松江市","","53","-326","-7","49","-154","-15","4","-172","8"
"日本人移動者","浜田市","","3","-189","-33","9","-74","-17","-6","-115","-16"
"日本人移動者","出雲市","","-123","-17","48","-66","-18","51","-57","1","-3"
"日本人移動者","益田市","","-134","-90","-1","-79","-23","-12","-55","-67","11"
"日本人移動者","大田市","","-60","-102","-30","-35","-50","-13","-25","-52","-17"
"日本人移動者","安来市","","-47","-50","-45","-28","-15","-19","-19","-35","-26"
"日本人移動者","江津市","","29","-43","-2","40","-23","6","-11","-20","-8"
"日本人移動者","雲南市","","-65","-136","-44","-35","-67","-19","-30","-69","-25"
"日本人移動者","仁多郡","","10","-68","-9","9","-25","-4","1","-43","-5"
"日本人移動者","飯石郡","","4","-13","-5","4","-3","-2","0","-10","-3"
"日本人移動者","邑智郡","","-22","-56","8","-17","-24","2","-5","-32","6"
"日本人移動者","鹿足郡","","-20","-36","9","-8","-11","2","-12","-25","7"
"日本人移動者","隠岐郡","","-42","4","25","-29","11","8","-13","-7","17"
"日本人移動者","岡山県市部","","-176","-1,186","-782","-162","-502","-299","-14","-684","-483"
"日本人移動者","岡山県郡部","","-89","-309","-123","-41","-153","-63","-48","-156","-60"
"日本人移動者","岡山市","","122","292","-5","41","147","-20","81","145","15"
"日本人移動者","倉敷市","","-94","-42","-158","-71","-37","-37","-23","-5","-121"
"日本人移動者","津山市","","-42","-138","-65","-38","-52","26","-4","-86","-91"
"日本人移動者","玉野市","","-20","-99","-154","-6","-20","-78","-14","-79","-76"
"日本人移動者","笠岡市","","-37","-127","-86","-13","-70","-19","-24","-57","-67"
"日本人移動者","井原市","","-34","-105","-19","-11","-43","-20","-23","-62","1"
"日本人移動者","総社市","","43","-88","-12","24","-45","-13","19","-43","1"
"日本人移動者","高梁市","","93","-231","-55","60","-108","-36","33","-123","-19"
"日本人移動者","新見市","","-11","-100","-32","-18","-30","-16","7","-70","-16"
"日本人移動者","備前市","","-34","-68","-51","-12","-15","-15","-22","-53","-36"
"日本人移動者","瀬戸内市","","-39","-73","-43","-33","-40","-21","-6","-33","-22"
"日本人移動者","赤磐市","","-22","-94","8","-26","-38","-3","4","-56","11"
"日本人移動者","真庭市","","-52","-147","-56","-29","-68","-33","-23","-79","-23"
"日本人移動者","美作市","","-23","-83","-43","-17","-44","-14","-6","-39","-29"
"日本人移動者","浅口市","","-26","-83","-11","-13","-39","0","-13","-44","-11"
"日本人移動者","和気郡","","4","-24","-14","9","-12","-8","-5","-12","-6"
"日本人移動者","都窪郡","","-10","-14","9","-6","-4","2","-4","-10","7"
"日本人移動者","浅口郡","","-8","0","-12","-8","2","-4","0","-2","-8"
"日本人移動者","小田郡","","-15","-37","-16","-9","-18","-8","-6","-19","-8"
"日本人移動者","真庭郡","","-1","-2","1","0","-1","0","-1","-1","1"
"日本人移動者","苫田郡","","-14","-23","-10","-9","-12","-2","-5","-11","-8"
"日本人移動者","勝田郡","","14","-110","-50","23","-70","-35","-9","-40","-15"
"日本人移動者","英田郡","","-3","-8","-7","-3","-2","-3","0","-6","-4"
"日本人移動者","久米郡","","-9","-64","-5","-5","-27","2","-4","-37","-7"
"日本人移動者","加賀郡","","-47","-27","-19","-33","-9","-7","-14","-18","-12"
"日本人移動者","広島県市部","","292","-1,872","-872","337","-902","-479","-45","-970","-393"
"日本人移動者","広島県郡部","","-71","-319","152","-20","-190","79","-51","-129","73"
"日本人移動者","広島市","","317","447","-91","125","158","-45","192","289","-46"
"日本人移動者","呉市","","161","-391","-424","164","-181","-240","-3","-210","-184"
"日本人移動者","竹原市","","-30","-53","-12","-15","-30","0","-15","-23","-12"
"日本人移動者","三原市","","-87","-269","-132","-56","-119","-70","-31","-150","-62"
"日本人移動者","尾道市","","5","-349","-74","21","-166","-7","-16","-183","-67"
"日本人移動者","福山市","","-24","-295","-25","83","-115","-40","-107","-180","15"
"日本人移動者","府中市","","-37","-111","-49","-21","-37","-13","-16","-74","-36"
"日本人移動者","三次市","","-55","-101","-19","-36","-38","-7","-19","-63","-12"
"日本人移動者","庄原市","","-51","-103","-11","-39","-29","-10","-12","-74","-1"
"日本人移動者","大竹市","","-7","-20","-33","6","-1","-1","-13","-19","-32"
"日本人移動者","東広島市","","224","-375","126","176","-225","37","48","-150","89"
"日本人移動者","廿日市市","","-56","-193","-53","-42","-107","-37","-14","-86","-16"
"日本人移動者","安芸高田市","","-40","-54","-30","-17","-25","-22","-23","-29","-8"
"日本人移動者","江田島市","","-28","-5","-45","-12","13","-24","-16","-18","-21"
"日本人移動者","安芸郡","","-78","-121","200","-58","-91","102","-20","-30","98"
"日本人移動者","山県郡","","-27","-50","-34","-1","-6","-16","-26","-44","-18"
"日本人移動者","豊田郡","","66","-88","4","57","-69","5","9","-19","-1"
"日本人移動者","世羅郡","","-16","-37","-13","-9","-17","-8","-7","-20","-5"
"日本人移動者","神石郡","","-16","-23","-5","-9","-7","-4","-7","-16","-1"
"日本人移動者","山口県市部","","-731","-2,250","-526","-348","-947","-264","-383","-1,303","-262"
"日本人移動者","山口県郡部","","-2","-152","-27","7","-71","-4","-9","-81","-23"
"日本人移動者","下関市","","-126","-499","-236","-68","-252","-99","-58","-247","-137"
"日本人移動者","宇部市","","-67","-220","-73","-36","-104","-49","-31","-116","-24"
"日本人移動者","山口市","","-11","-404","-77","-44","-191","-20","33","-213","-57"
"日本人移動者","萩市","","-84","-142","-33","-47","-42","-25","-37","-100","-8"
"日本人移動者","防府市","","13","-42","-28","37","15","-35","-24","-57","7"
"日本人移動者","下松市","","-27","-9","76","4","-4","42","-31","-5","34"
"日本人移動者","岩国市","","-169","-169","-28","-109","-61","1","-60","-108","-29"
"日本人移動者","光市","","-56","-121","-23","-26","-46","-19","-30","-75","-4"
"日本人移動者","長門市","","-78","-82","-22","-40","-43","-8","-38","-39","-14"
"日本人移動者","柳井市","","-24","-111","-11","-10","-45","-3","-14","-66","-8"
"日本人移動者","美祢市","","-28","-112","-33","-16","-52","-20","-12","-60","-13"
"日本人移動者","周南市","","-91","-222","-22","-13","-80","-17","-78","-142","-5"
"日本人移動者","山陽小野田市","","17","-117","-16","20","-42","-12","-3","-75","-4"
"日本人移動者","大島郡","","30","-90","-2","14","-48","0","16","-42","-2"
"日本人移動者","玖珂郡","","28","-6","-8","31","-3","-2","-3","-3","-6"
"日本人移動者","熊毛郡","","-57","-51","-20","-38","-21","-1","-19","-30","-19"
"日本人移動者","阿武郡","","-3","-5","3","0","1","-1","-3","-6","4"
"日本人移動者","徳島県市部","","-271","-990","-391","-170","-390","-239","-101","-600","-152"
"日本人移動者","徳島県郡部","","-106","-331","-19","-65","-107","-3","-41","-224","-16"
"日本人移動者","徳島市","","-61","-304","19","-69","-88","-43","8","-216","62"
"日本人移動者","鳴門市","","-4","-119","-128","-6","-53","-61","2","-66","-67"
"日本人移動者","小松島市","","-18","-78","-37","-6","-58","-20","-12","-20","-17"
"日本人移動者","阿南市","","-23","-161","-73","9","-67","-38","-32","-94","-35"
"日本人移動者","吉野川市","","-28","-86","-39","-12","-25","-18","-16","-61","-21"
"日本人移動者","阿波市","","-56","-94","-68","-34","-53","-33","-22","-41","-35"
"日本人移動者","美馬市","","-29","-76","-23","-15","-30","-5","-14","-46","-18"
"日本人移動者","三好市","","-52","-72","-42","-37","-16","-21","-15","-56","-21"
"日本人移動者","勝浦郡","","-9","-21","-8","-8","-8","-2","-1","-13","-6"
"日本人移動者","名東郡","","-1","-5","-11","-1","-2","-6","0","-3","-5"
"日本人移動者","名西郡","","-20","-50","8","-15","-8","7","-5","-42","1"
"日本人移動者","那賀郡","","14","-24","-10","10","-8","-3","4","-16","-7"
"日本人移動者","海部郡","","-38","-53","-26","-17","-17","-14","-21","-36","-12"
"日本人移動者","板野郡","","-12","-109","51","-5","-38","24","-7","-71","27"
"日本人移動者","美馬郡","","-24","-24","-12","-17","-9","-1","-7","-15","-11"
"日本人移動者","三好郡","","-16","-45","-11","-12","-17","-8","-4","-28","-3"
"日本人移動者","香川県市部","","-251","-751","-291","-95","-326","-136","-156","-425","-155"
"日本人移動者","香川県郡部","","-122","-250","-64","-80","-81","-62","-42","-169","-2"
"日本人移動者","高松市","","-144","-53","-97","-81","-18","-45","-63","-35","-52"
"日本人移動者","丸亀市","","-32","-86","15","-8","-43","-11","-24","-43","26"
"日本人移動者","坂出市","","-10","-83","-36","-7","-52","-6","-3","-31","-30"
"日本人移動者","善通寺市","","81","-11","64","79","2","56","2","-13","8"
"日本人移動者","観音寺市","","-34","-125","-33","-19","-32","-27","-15","-93","-6"
"日本人移動者","さぬき市","","-35","-132","-70","-20","-57","-49","-15","-75","-21"
"日本人移動者","東かがわ市","","-22","-87","-52","-10","-49","-29","-12","-38","-23"
"日本人移動者","三豊市","","-55","-174","-82","-29","-77","-25","-26","-97","-57"
"日本人移動者","小豆郡","","-32","-48","1","-19","-23","-8","-13","-25","9"
"日本人移動者","木田郡","","-31","-63","11","-23","-20","-7","-8","-43","18"
"日本人移動者","香川郡","","5","23","-12","5","15","-14","0","8","2"
"日本人移動者","綾歌郡","","-34","-93","19","-24","-24","14","-10","-69","5"
