year,place,total_15_19,total_20_24,total_25_29,m_15_19,m_20_24,m_25_29,f_15_19,f_20_24,f_25_29,city_county
2021,本庄市,4.0,-91.0,-8.0,-6.0,-18.0,8.0,10.0,-73.0,-16.0,city
2021,東松山市,146.0,-100.0,4.0,69.0,-77.0,0.0,77.0,-23.0,4.0,city
2021,春日部市,32.0,-57.0,-41.0,0.0,-60.0,-13.0,32.0,3.0,-28.0,city
2021,狭山市,76.0,47.0,-29.0,58.0,19.0,-23.0,18.0,28.0,-6.0,city
2021,羽生市,10.0,-55.0,-2.0,5.0,-8.0,3.0,5.0,-47.0,-5.0,city
2021,鴻巣市,26.0,-67.0,34.0,22.0,-8.0,17.0,4.0,-59.0,17.0,city
2021,深谷市,-8.0,-137.0,63.0,-7.0,-54.0,34.0,-1.0,-83.0,29.0,city
2021,上尾市,32.0,60.0,195.0,16.0,13.0,109.0,16.0,47.0,86.0,city
2021,草加市,184.0,272.0,264.0,68.0,186.0,103.0,116.0,86.0,161.0,city
2021,越谷市,118.0,191.0,24.0,20.0,50.0,40.0,98.0,141.0,-16.0,city
2021,蕨市,28.0,361.0,52.0,18.0,200.0,39.0,10.0,161.0,13.0,city
2021,戸田市,84.0,543.0,204.0,35.0,255.0,118.0,49.0,288.0,86.0,city
2021,入間市,22.0,-205.0,-125.0,-19.0,-105.0,-66.0,41.0,-100.0,-59.0,city
2021,朝霞市,107.0,121.0,103.0,47.0,100.0,42.0,60.0,21.0,61.0,city
2021,志木市,46.0,110.0,46.0,25.0,36.0,29.0,21.0,74.0,17.0,city
2021,和光市,188.0,394.0,-14.0,104.0,175.0,-22.0,84.0,219.0,8.0,city
2021,新座市,77.0,32.0,16.0,15.0,-10.0,-21.0,62.0,42.0,37.0,city
2021,桶川市,-11.0,-56.0,10.0,-6.0,-20.0,5.0,-5.0,-36.0,5.0,city
2021,久喜市,-19.0,-140.0,-91.0,-14.0,-91.0,-36.0,-5.0,-49.0,-55.0,city
2021,北本市,-4.0,-66.0,-6.0,-9.0,-31.0,-26.0,5.0,-35.0,20.0,city
2021,八潮市,-16.0,316.0,74.0,-5.0,152.0,47.0,-11.0,164.0,27.0,city
2021,富士見市,50.0,214.0,110.0,-8.0,61.0,84.0,58.0,153.0,26.0,city
2021,三郷市,6.0,79.0,92.0,11.0,31.0,52.0,-5.0,48.0,40.0,city
2021,蓮田市,32.0,45.0,75.0,15.0,6.0,49.0,17.0,39.0,26.0,city
2021,坂戸市,91.0,-68.0,-103.0,40.0,-48.0,-50.0,51.0,-20.0,-53.0,city
2021,幸手市,-16.0,-66.0,-76.0,-7.0,-12.0,-43.0,-9.0,-54.0,-33.0,city
2021,鶴ヶ島市,56.0,-37.0,-27.0,21.0,-9.0,-3.0,35.0,-28.0,-24.0,city
2021,日高市,-9.0,-99.0,-76.0,-4.0,-50.0,-18.0,-5.0,-49.0,-58.0,city
2021,吉川市,-5.0,12.0,40.0,-5.0,-26.0,28.0,0.0,38.0,12.0,city
2021,ふじみ野市,53.0,9.0,2.0,37.0,-5.0,28.0,16.0,14.0,-26.0,city
2021,白岡市,-7.0,15.0,69.0,-6.0,-15.0,61.0,-1.0,30.0,8.0,city
2021,北足立郡,12.0,-48.0,-8.0,8.0,-38.0,-13.0,4.0,-10.0,5.0,county
2021,入間郡,65.0,-134.0,-120.0,34.0,-97.0,-26.0,31.0,-37.0,-94.0,county
2021,比企郡,-17.0,-261.0,-142.0,4.0,-118.0,-67.0,-21.0,-143.0,-75.0,county
2021,秩父郡,-67.0,-165.0,-45.0,-33.0,-70.0,-26.0,-34.0,-95.0,-19.0,county
2021,児玉郡,-25.0,-98.0,-28.0,-2.0,-39.0,-1.0,-23.0,-59.0,-27.0,county
2021,大里郡,-9.0,-75.0,-11.0,-6.0,-28.0,-12.0,-3.0,-47.0,1.0,county
2021,南埼玉郡,28.0,-16.0,-31.0,24.0,-13.0,14.0,4.0,-3.0,-45.0,county
2021,北葛飾郡,-6.0,-186.0,-24.0,-15.0,-101.0,-4.0,9.0,-85.0,-20.0,county
2021,千葉市,594.0,575.0,260.0,244.0,255.0,177.0,350.0,320.0,83.0,city
2021,銚子市,-31.0,-192.0,-90.0,-15.0,-97.0,-49.0,-16.0,-95.0,-41.0,city
2021,市川市,216.0,2121.0,501.0,86.0,1224.0,229.0,130.0,897.0,272.0,city
2021,船橋市,362.0,1477.0,550.0,272.0,784.0,200.0,90.0,693.0,350.0,city
2021,館山市,-101.0,-15.0,26.0,-60.0,4.0,9.0,-41.0,-19.0,17.0,city
2021,木更津市,8.0,-22.0,76.0,19.0,-1.0,68.0,-11.0,-21.0,8.0,city
2021,松戸市,160.0,769.0,260.0,72.0,315.0,166.0,88.0,454.0,94.0,city
2021,野田市,121.0,-98.0,-2.0,88.0,-26.0,-9.0,33.0,-72.0,7.0,city
2021,茂原市,-19.0,-32.0,14.0,-20.0,11.0,0.0,1.0,-43.0,14.0,city
2021,成田市,110.0,-71.0,-448.0,55.0,62.0,-187.0,55.0,-133.0,-261.0,city
2021,佐倉市,-23.0,-326.0,-259.0,-12.0,-186.0,-111.0,-11.0,-140.0,-148.0,city
2021,東金市,85.0,-63.0,-49.0,44.0,-17.0,-13.0,41.0,-46.0,-36.0,city
2021,旭市,-49.0,-77.0,3.0,-36.0,-23.0,-10.0,-13.0,-54.0,13.0,city
2021,習志野市,395.0,-44.0,69.0,318.0,-113.0,30.0,77.0,69.0,39.0,city
2021,柏市,141.0,460.0,460.0,84.0,205.0,221.0,57.0,255.0,239.0,city
2021,勝浦市,59.0,-235.0,-21.0,57.0,-188.0,-15.0,2.0,-47.0,-6.0,city
2021,市原市,137.0,-163.0,-190.0,144.0,-57.0,-75.0,-7.0,-106.0,-115.0,city
2021,流山市,26.0,246.0,872.0,27.0,101.0,385.0,-1.0,145.0,487.0,city
2021,八千代市,30.0,-44.0,155.0,21.0,-73.0,118.0,9.0,29.0,37.0,city
2021,我孫子市,47.0,-65.0,67.0,28.0,-64.0,26.0,19.0,-1.0,41.0,city
2021,鴨川市,-9.0,79.0,-37.0,-25.0,7.0,7.0,16.0,72.0,-44.0,city
2021,鎌ケ谷市,42.0,6.0,15.0,26.0,-7.0,-3.0,16.0,13.0,18.0,city
2021,君津市,31.0,-178.0,-117.0,48.0,-156.0,-86.0,-17.0,-22.0,-31.0,city
2021,富津市,22.0,-130.0,-66.0,29.0,-72.0,-54.0,-7.0,-58.0,-12.0,city
2021,浦安市,131.0,551.0,-642.0,27.0,229.0,-293.0,104.0,322.0,-349.0,city
2021,四街道市,9.0,-51.0,148.0,12.0,-40.0,66.0,-3.0,-11.0,82.0,city
2021,袖ケ浦市,-36.0,-45.0,105.0,-18.0,-12.0,36.0,-18.0,-33.0,69.0,city
2021,八街市,-44.0,-183.0,-110.0,-12.0,-81.0,-38.0,-32.0,-102.0,-72.0,city
2021,印西市,-8.0,-367.0,220.0,-23.0,-220.0,93.0,15.0,-147.0,127.0,city
2021,白井市,-30.0,-140.0,-82.0,-20.0,-47.0,-39.0,-10.0,-93.0,-43.0,city
2021,富里市,21.0,52.0,20.0,20.0,56.0,15.0,1.0,-4.0,5.0,city
2021,南房総市,-88.0,-98.0,-9.0,-47.0,-55.0,-11.0,-41.0,-43.0,2.0,city
2021,匝瑳市,-43.0,-90.0,-58.0,-17.0,-39.0,-25.0,-26.0,-51.0,-33.0,city
2021,香取市,-55.0,-194.0,-42.0,-36.0,-71.0,-18.0,-19.0,-123.0,-24.0,city
2021,山武市,-31.0,-153.0,-78.0,-23.0,-54.0,-41.0,-8.0,-99.0,-37.0,city
2021,いすみ市,-27.0,-98.0,-26.0,-14.0,-45.0,-20.0,-13.0,-53.0,-6.0,city
2021,大網白里市,-23.0,-117.0,-24.0,-5.0,-50.0,-17.0,-18.0,-67.0,-7.0,city
2021,印旛郡,114.0,-183.0,-78.0,72.0,-89.0,-24.0,42.0,-94.0,-54.0,county
2021,香取郡,-48.0,-107.0,-27.0,-25.0,-56.0,-8.0,-23.0,-51.0,-19.0,county
2021,山武郡,-63.0,-115.0,-30.0,-26.0,-41.0,-31.0,-37.0,-74.0,1.0,county
2021,長生郡,-41.0,-208.0,-61.0,-20.0,-112.0,-32.0,-21.0,-96.0,-29.0,county
2021,夷隅郡,-24.0,-57.0,-7.0,-14.0,-19.0,-9.0,-10.0,-38.0,2.0,county
2021,安房郡,-13.0,-27.0,-15.0,-8.0,-12.0,-7.0,-5.0,-15.0,-8.0,county
2021,特別区部,8027.0,49656.0,10673.0,3704.0,23679.0,6381.0,4323.0,25977.0,4292.0,Tokyo
2021,八王子市,2180.0,-870.0,-433.0,1252.0,-499.0,-140.0,928.0,-371.0,-293.0,city
2021,立川市,192.0,477.0,67.0,85.0,208.0,48.0,107.0,269.0,19.0,city
2021,武蔵野市,250.0,479.0,227.0,102.0,193.0,158.0,148.0,286.0,69.0,city
2021,三鷹市,352.0,419.0,-259.0,193.0,235.0,-144.0,159.0,184.0,-115.0,city
2021,青梅市,-22.0,-180.0,-225.0,13.0,-51.0,-112.0,-35.0,-129.0,-113.0,city
2021,府中市,301.0,340.0,-161.0,147.0,85.0,-156.0,154.0,255.0,-5.0,city
2021,昭島市,40.0,130.0,100.0,26.0,72.0,74.0,14.0,58.0,26.0,city
2021,調布市,340.0,653.0,-365.0,164.0,288.0,-205.0,176.0,365.0,-160.0,city
2021,町田市,443.0,-63.0,-118.0,194.0,-45.0,-33.0,249.0,-18.0,-85.0,city
2021,小金井市,252.0,225.0,28.0,127.0,73.0,26.0,125.0,152.0,2.0,city
2021,小平市,405.0,-59.0,-220.0,160.0,-104.0,-108.0,245.0,45.0,-112.0,city
2021,日野市,205.0,193.0,-6.0,93.0,105.0,-54.0,112.0,88.0,48.0,city
2021,東村山市,86.0,-83.0,18.0,32.0,-76.0,29.0,54.0,-7.0,-11.0,city
2021,国分寺市,258.0,348.0,-69.0,111.0,157.0,-7.0,147.0,191.0,-62.0,city
2021,国立市,146.0,98.0,-57.0,63.0,40.0,-32.0,83.0,58.0,-25.0,city
2021,福生市,29.0,69.0,-53.0,20.0,55.0,-6.0,9.0,14.0,-47.0,city
2021,狛江市,116.0,243.0,-96.0,69.0,80.0,-20.0,47.0,163.0,-76.0,city
2021,東大和市,28.0,12.0,45.0,-3.0,19.0,4.0,31.0,-7.0,41.0,city
2021,清瀬市,58.0,-4.0,-29.0,12.0,-38.0,-18.0,46.0,34.0,-11.0,city
2021,東久留米市,8.0,-151.0,-28.0,-6.0,-57.0,-59.0,14.0,-94.0,31.0,city
2021,武蔵村山市,13.0,-80.0,-55.0,-2.0,-35.0,-11.0,15.0,-45.0,-44.0,city
2021,多摩市,185.0,-98.0,-196.0,100.0,-49.0,-38.0,85.0,-49.0,-158.0,city
2021,稲城市,41.0,60.0,2.0,7.0,17.0,6.0,34.0,43.0,-4.0,city
2021,羽村市,20.0,-29.0,-8.0,8.0,-25.0,-14.0,12.0,-4.0,6.0,city
2021,あきる野市,5.0,-152.0,-9.0,-2.0,-85.0,16.0,7.0,-67.0,-25.0,city
2021,西東京市,246.0,96.0,-144.0,128.0,21.0,-83.0,118.0,75.0,-61.0,city
2021,西多摩郡,15.0,-120.0,-72.0,15.0,-64.0,-26.0,0.0,-56.0,-46.0,county
2021,大島支庁,-46.0,0.0,14.0,-15.0,3.0,3.0,-31.0,-3.0,11.0,county
2021,三宅支庁,-2.0,11.0,6.0,-2.0,5.0,-3.0,0.0,6.0,9.0,county
2021,八丈支庁,-35.0,13.0,17.0,-21.0,13.0,5.0,-14.0,0.0,12.0,county
2021,小笠原支庁,-9.0,4.0,22.0,-3.0,8.0,12.0,-6.0,-4.0,10.0,county
2021,横浜市,1953.0,5827.0,699.0,1010.0,2820.0,392.0,943.0,3007.0,307.0,city
2021,川崎市,1253.0,7741.0,2263.0,741.0,3908.0,1040.0,512.0,3833.0,1223.0,city
2021,相模原市,574.0,532.0,339.0,197.0,174.0,232.0,377.0,358.0,107.0,city
2021,横須賀市,598.0,-1051.0,-447.0,527.0,-723.0,-305.0,71.0,-328.0,-142.0,city
2021,平塚市,93.0,-126.0,-81.0,34.0,-48.0,-63.0,59.0,-78.0,-18.0,city
2021,鎌倉市,14.0,-181.0,23.0,-2.0,-93.0,7.0,16.0,-88.0,16.0,city
2021,藤沢市,185.0,336.0,729.0,134.0,166.0,386.0,51.0,170.0,343.0,city
2021,小田原市,3.0,-100.0,-60.0,-22.0,-74.0,-4.0,25.0,-26.0,-56.0,city
2021,茅ヶ崎市,27.0,-169.0,311.0,22.0,-119.0,217.0,5.0,-50.0,94.0,city
2021,逗子市,-23.0,-125.0,61.0,-18.0,-76.0,57.0,-5.0,-49.0,4.0,city
2021,三浦市,-24.0,-62.0,-44.0,-14.0,-14.0,-15.0,-10.0,-48.0,-29.0,city
2021,秦野市,112.0,-287.0,-91.0,87.0,-207.0,-75.0,25.0,-80.0,-16.0,city
2021,厚木市,229.0,203.0,-44.0,124.0,160.0,-13.0,105.0,43.0,-31.0,city
2021,大和市,133.0,476.0,470.0,36.0,201.0,189.0,97.0,275.0,281.0,city
2021,伊勢原市,83.0,81.0,-86.0,69.0,33.0,-44.0,14.0,48.0,-42.0,city
2021,海老名市,30.0,141.0,257.0,23.0,100.0,153.0,7.0,41.0,104.0,city
2021,座間市,82.0,-22.0,-75.0,44.0,-7.0,2.0,38.0,-15.0,-77.0,city
2021,南足柄市,-25.0,-65.0,-35.0,-8.0,-28.0,-21.0,-17.0,-37.0,-14.0,city
2021,綾瀬市,-20.0,-74.0,29.0,-16.0,-56.0,28.0,-4.0,-18.0,1.0,city
2021,三浦郡,-47.0,-115.0,-42.0,-29.0,-52.0,-22.0,-18.0,-63.0,-20.0,county
2021,高座郡,-9.0,-14.0,-18.0,-9.0,0.0,2.0,0.0,-14.0,-20.0,county
2021,中郡,-26.0,-183.0,-74.0,-16.0,-80.0,-30.0,-10.0,-103.0,-44.0,county
2021,足柄上郡,-12.0,-149.0,-52.0,-13.0,-90.0,-39.0,1.0,-59.0,-13.0,county
2021,足柄下郡,-11.0,9.0,-82.0,-8.0,9.0,-32.0,-3.0,0.0,-50.0,county
2021,愛甲郡,3.0,-72.0,-56.0,12.0,-28.0,-29.0,-9.0,-44.0,-27.0,county
2021,新潟市,151.0,-925.0,102.0,26.0,-484.0,58.0,125.0,-441.0,44.0,city
2021,長岡市,-205.0,-293.0,-47.0,-116.0,-64.0,-69.0,-89.0,-229.0,22.0,city
2021,三条市,-79.0,-193.0,-67.0,-25.0,-96.0,-15.0,-54.0,-97.0,-52.0,city
2021,柏崎市,-69.0,-184.0,-75.0,-23.0,-77.0,-33.0,-46.0,-107.0,-42.0,city
2021,新発田市,-20.0,-189.0,-106.0,22.0,-92.0,-56.0,-42.0,-97.0,-50.0,city
2021,小千谷市,-52.0,-96.0,-28.0,-31.0,-36.0,-16.0,-21.0,-60.0,-12.0,city
2021,加茂市,-11.0,-94.0,-38.0,-1.0,-41.0,-23.0,-10.0,-53.0,-15.0,city
2021,十日町市,-112.0,-129.0,-22.0,-44.0,-53.0,-18.0,-68.0,-76.0,-4.0,city
2021,見附市,-36.0,-81.0,-23.0,-26.0,-38.0,-15.0,-10.0,-43.0,-8.0,city
2021,村上市,-75.0,-208.0,-51.0,-40.0,-89.0,-19.0,-35.0,-119.0,-32.0,city
2021,燕市,-106.0,-88.0,44.0,-51.0,-31.0,30.0,-55.0,-57.0,14.0,city
2021,糸魚川市,-83.0,-111.0,-25.0,-35.0,-63.0,-13.0,-48.0,-48.0,-12.0,city
2021,妙高市,-34.0,-96.0,-32.0,-16.0,-29.0,-28.0,-18.0,-67.0,-4.0,city
2021,五泉市,-32.0,-131.0,-30.0,-18.0,-61.0,-26.0,-14.0,-70.0,-4.0,city
2021,上越市,-210.0,-337.0,-22.0,-67.0,-123.0,-16.0,-143.0,-214.0,-6.0,city
2021,阿賀野市,-40.0,-138.0,-4.0,-19.0,-72.0,-10.0,-21.0,-66.0,6.0,city
2021,佐渡市,-52.0,-194.0,-22.0,-16.0,-88.0,-8.0,-36.0,-106.0,-14.0,city
2021,魚沼市,-62.0,-120.0,-32.0,-28.0,-45.0,-11.0,-34.0,-75.0,-21.0,city
2021,南魚沼市,-64.0,-150.0,7.0,-36.0,-81.0,-3.0,-28.0,-69.0,10.0,city
2021,胎内市,-16.0,-78.0,1.0,-3.0,-30.0,10.0,-13.0,-48.0,-9.0,city
2021,北蒲原郡,41.0,-46.0,-18.0,47.0,-35.0,-25.0,-6.0,-11.0,7.0,county
2021,西蒲原郡,-12.0,-20.0,-5.0,-4.0,-8.0,-2.0,-8.0,-12.0,-3.0,county
2021,南蒲原郡,-4.0,-36.0,-15.0,-4.0,-22.0,-17.0,0.0,-14.0,2.0,county
2021,東蒲原郡,-5.0,-19.0,-8.0,0.0,-17.0,-2.0,-5.0,-2.0,-6.0,county
2021,三島郡,-2.0,-10.0,-2.0,-1.0,-3.0,0.0,-1.0,-7.0,-2.0,county
2021,南魚沼郡,-9.0,-23.0,3.0,-5.0,-13.0,0.0,-4.0,-10.0,3.0,county
2021,中魚沼郡,-27.0,-19.0,-9.0,-11.0,-3.0,1.0,-16.0,-16.0,-10.0,county
2021,刈羽郡,-8.0,-19.0,-4.0,-2.0,-8.0,-2.0,-6.0,-11.0,-2.0,county
2021,岩船郡,-9.0,-19.0,-11.0,1.0,-13.0,-4.0,-10.0,-6.0,-7.0,county
2021,富山市,-58.0,-118.0,65.0,11.0,4.0,57.0,-69.0,-122.0,8.0,city
2021,高岡市,-101.0,-150.0,-34.0,-56.0,-52.0,-16.0,-45.0,-98.0,-18.0,city
2021,魚津市,-51.0,-11.0,-41.0,-19.0,-6.0,-11.0,-32.0,-5.0,-30.0,city
2021,氷見市,-32.0,-139.0,-93.0,-11.0,-67.0,-48.0,-21.0,-72.0,-45.0,city
2021,滑川市,-29.0,-6.0,18.0,-17.0,10.0,-8.0,-12.0,-16.0,26.0,city
2021,黒部市,-29.0,-25.0,-31.0,-17.0,20.0,-37.0,-12.0,-45.0,6.0,city
2021,砺波市,-39.0,-59.0,8.0,-19.0,-32.0,23.0,-20.0,-27.0,-15.0,city
2021,小矢部市,-31.0,-67.0,-36.0,-20.0,-38.0,-18.0,-11.0,-29.0,-18.0,city
2021,南砺市,-54.0,-120.0,-100.0,-38.0,-42.0,-62.0,-16.0,-78.0,-38.0,city
2021,射水市,-57.0,-130.0,39.0,-18.0,-67.0,27.0,-39.0,-63.0,12.0,city
2021,中新川郡,-48.0,-135.0,-58.0,-20.0,-70.0,-36.0,-28.0,-65.0,-22.0,county
2021,下新川郡,-30.0,-125.0,-80.0,-13.0,-49.0,-46.0,-17.0,-76.0,-34.0,county
2021,金沢市,726.0,-247.0,-170.0,435.0,-237.0,-72.0,291.0,-10.0,-98.0,city
2021,七尾市,-22.0,-104.0,-62.0,-15.0,-43.0,-26.0,-7.0,-61.0,-36.0,city
2021,小松市,12.0,-210.0,-24.0,20.0,-110.0,-10.0,-8.0,-100.0,-14.0,city
2021,輪島市,-8.0,-179.0,-23.0,-12.0,-77.0,-10.0,4.0,-102.0,-13.0,city
2021,珠洲市,-21.0,-35.0,-15.0,-6.0,-16.0,-12.0,-15.0,-19.0,-3.0,city
2021,加賀市,-57.0,-116.0,-99.0,-24.0,-59.0,-47.0,-33.0,-57.0,-52.0,city
2021,羽咋市,-16.0,-42.0,-11.0,-12.0,-27.0,-10.0,-4.0,-15.0,-1.0,city
2021,かほく市,-18.0,-53.0,66.0,-17.0,-12.0,25.0,-1.0,-41.0,41.0,city
2021,白山市,-86.0,-192.0,43.0,-66.0,-94.0,6.0,-20.0,-98.0,37.0,city
2021,能美市,-26.0,-69.0,24.0,-8.0,-18.0,0.0,-18.0,-51.0,24.0,city
2021,野々市市,327.0,-117.0,139.0,280.0,-144.0,46.0,47.0,27.0,93.0,city
2021,能美郡,-16.0,-6.0,4.0,-11.0,-8.0,6.0,-5.0,2.0,-2.0,county
2021,河北郡,-22.0,-143.0,-31.0,-23.0,-91.0,-18.0,1.0,-52.0,-13.0,county
2021,羽咋郡,-35.0,-91.0,-62.0,-12.0,-32.0,-23.0,-23.0,-59.0,-39.0,county
2021,鹿島郡,-20.0,-41.0,-13.0,-12.0,-9.0,-6.0,-8.0,-32.0,-7.0,county
2021,鳳珠郡,-23.0,-29.0,-53.0,-11.0,-17.0,-35.0,-12.0,-12.0,-18.0,county
2021,福井市,-46.0,-305.0,6.0,16.0,-122.0,19.0,-62.0,-183.0,-13.0,city
2021,敦賀市,-48.0,-38.0,-31.0,-28.0,15.0,-40.0,-20.0,-53.0,9.0,city
2021,小浜市,-23.0,2.0,-17.0,-11.0,10.0,0.0,-12.0,-8.0,-17.0,city
2021,大野市,-19.0,-110.0,-63.0,-18.0,-54.0,-35.0,-1.0,-56.0,-28.0,city
2021,勝山市,-13.0,-52.0,-44.0,-6.0,-18.0,-27.0,-7.0,-34.0,-17.0,city
2021,鯖江市,-61.0,-65.0,87.0,-47.0,-27.0,52.0,-14.0,-38.0,35.0,city
2021,あわら市,-26.0,-72.0,-9.0,-19.0,-27.0,-3.0,-7.0,-45.0,-6.0,city
2021,越前市,-45.0,-121.0,-5.0,-28.0,-55.0,3.0,-17.0,-66.0,-8.0,city
2021,坂井市,-35.0,-204.0,-63.0,-23.0,-91.0,-46.0,-12.0,-113.0,-17.0,city
2021,吉田郡,1.0,-30.0,-17.0,-2.0,-8.0,-11.0,3.0,-22.0,-6.0,county
2021,今立郡,-3.0,0.0,-2.0,-2.0,1.0,0.0,-1.0,-1.0,-2.0,county
2021,南条郡,-6.0,-34.0,-29.0,-3.0,-22.0,-20.0,-3.0,-12.0,-9.0,county
2021,丹生郡,0.0,-73.0,-45.0,-2.0,-31.0,-24.0,2.0,-42.0,-21.0,county
2021,三方郡,-11.0,-4.0,5.0,-5.0,3.0,5.0,-6.0,-7.0,0.0,county
2021,大飯郡,-18.0,-61.0,-9.0,-10.0,-30.0,-12.0,-8.0,-31.0,3.0,county
2021,三方上中郡,-27.0,-51.0,-38.0,-15.0,-8.0,-16.0,-12.0,-43.0,-22.0,county
2021,甲府市,236.0,-177.0,61.0,111.0,-48.0,15.0,125.0,-129.0,46.0,city
2021,富士吉田市,-35.0,-83.0,-21.0,-22.0,-36.0,11.0,-13.0,-47.0,-32.0,city
2021,都留市,285.0,-324.0,-27.0,80.0,-117.0,-24.0,205.0,-207.0,-3.0,city
2021,山梨市,-37.0,-82.0,-34.0,-15.0,-36.0,-17.0,-22.0,-46.0,-17.0,city
2021,大月市,8.0,-133.0,-42.0,-3.0,-75.0,-13.0,11.0,-58.0,-29.0,city
2021,韮崎市,-27.0,-32.0,-28.0,-13.0,26.0,-32.0,-14.0,-58.0,4.0,city
2021,南アルプス市,-27.0,-125.0,19.0,-26.0,-61.0,13.0,-1.0,-64.0,6.0,city
2021,北杜市,-55.0,-110.0,-47.0,-41.0,-61.0,-25.0,-14.0,-49.0,-22.0,city
2021,甲斐市,-98.0,10.0,159.0,-65.0,30.0,101.0,-33.0,-20.0,58.0,city
2021,笛吹市,-39.0,-116.0,57.0,-32.0,-64.0,18.0,-7.0,-52.0,39.0,city
2021,上野原市,31.0,-86.0,6.0,25.0,-45.0,10.0,6.0,-41.0,-4.0,city
2021,甲州市,-28.0,-76.0,-67.0,-16.0,-41.0,-36.0,-12.0,-35.0,-31.0,city
2021,中央市,-24.0,-6.0,-27.0,-16.0,1.0,-6.0,-8.0,-7.0,-21.0,city
2021,西八代郡,-13.0,-46.0,-31.0,-6.0,-25.0,-18.0,-7.0,-21.0,-13.0,county
2021,南巨摩郡,-21.0,-105.0,-35.0,-6.0,-44.0,-21.0,-15.0,-61.0,-14.0,county
2021,中巨摩郡,-7.0,28.0,24.0,-4.0,10.0,10.0,-3.0,18.0,14.0,county
2021,南都留郡,-11.0,-60.0,1.0,13.0,-17.0,2.0,-24.0,-43.0,-1.0,county
2021,北都留郡,-7.0,5.0,0.0,-3.0,4.0,3.0,-4.0,1.0,-3.0,county
2021,長野市,-260.0,-430.0,50.0,-128.0,-171.0,1.0,-132.0,-259.0,49.0,city
2021,松本市,-38.0,-37.0,120.0,11.0,16.0,5.0,-49.0,-53.0,115.0,city
2021,上田市,-87.0,-228.0,56.0,-42.0,-103.0,30.0,-45.0,-125.0,26.0,city
2021,岡谷市,-71.0,-138.0,3.0,-31.0,-59.0,2.0,-40.0,-79.0,1.0,city
2021,飯田市,-146.0,-168.0,-16.0,-78.0,-56.0,-33.0,-68.0,-112.0,17.0,city
2021,諏訪市,-46.0,-30.0,-21.0,-24.0,-8.0,-8.0,-22.0,-22.0,-13.0,city
2021,須坂市,-53.0,-77.0,8.0,-31.0,-46.0,11.0,-22.0,-31.0,-3.0,city
2021,小諸市,-56.0,-17.0,7.0,-31.0,2.0,7.0,-25.0,-19.0,0.0,city
2021,伊那市,-107.0,-148.0,-35.0,-47.0,-63.0,-7.0,-60.0,-85.0,-28.0,city
2021,駒ヶ根市,-28.0,-42.0,-19.0,-17.0,6.0,-20.0,-11.0,-48.0,1.0,city
2021,中野市,-55.0,-90.0,-44.0,-31.0,-40.0,-20.0,-24.0,-50.0,-24.0,city
2021,大町市,-49.0,-69.0,-24.0,-23.0,-37.0,-25.0,-26.0,-32.0,1.0,city
2021,飯山市,-30.0,-52.0,-29.0,-7.0,-27.0,-15.0,-23.0,-25.0,-14.0,city
2021,茅野市,28.0,-178.0,-10.0,50.0,-123.0,-6.0,-22.0,-55.0,-4.0,city
2021,塩尻市,-79.0,-66.0,15.0,-38.0,-14.0,17.0,-41.0,-52.0,-2.0,city
2021,佐久市,-117.0,-75.0,45.0,-62.0,-12.0,17.0,-55.0,-63.0,28.0,city
2021,千曲市,-55.0,-103.0,78.0,-29.0,-66.0,33.0,-26.0,-37.0,45.0,city
2021,東御市,-19.0,-27.0,-22.0,-8.0,1.0,-14.0,-11.0,-28.0,-8.0,city
2021,安曇野市,-104.0,-222.0,-27.0,-58.0,-102.0,-40.0,-46.0,-120.0,13.0,city
2021,南佐久郡,-33.0,-72.0,-46.0,-22.0,-25.0,-9.0,-11.0,-47.0,-37.0,county
2021,北佐久郡,-44.0,-49.0,-33.0,-22.0,-43.0,-15.0,-22.0,-6.0,-18.0,county
2021,小県郡,-9.0,-23.0,-17.0,-5.0,-12.0,-12.0,-4.0,-11.0,-5.0,county
2021,諏訪郡,-39.0,-100.0,-30.0,-13.0,-35.0,2.0,-26.0,-65.0,-32.0,county
2021,上伊那郡,-85.0,-126.0,-2.0,-44.0,-63.0,-11.0,-41.0,-63.0,9.0,county
2021,下伊那郡,-125.0,-150.0,-18.0,-59.0,-55.0,4.0,-66.0,-95.0,-22.0,county
2021,木曽郡,-46.0,-60.0,-15.0,-27.0,-30.0,-16.0,-19.0,-30.0,1.0,county
2021,東筑摩郡,-26.0,-43.0,-36.0,-13.0,-19.0,-13.0,-13.0,-24.0,-23.0,county
2021,北安曇郡,-51.0,-84.0,-23.0,-22.0,-38.0,-3.0,-29.0,-46.0,-20.0,county
2021,埴科郡,-18.0,-24.0,-14.0,-12.0,-7.0,-10.0,-6.0,-17.0,-4.0,county
2021,上高井郡,-28.0,-56.0,-11.0,-23.0,-19.0,-5.0,-5.0,-37.0,-6.0,county
2021,下高井郡,-19.0,-44.0,-28.0,-5.0,-14.0,-20.0,-14.0,-30.0,-8.0,county
2021,上水内郡,-26.0,-51.0,-24.0,-16.0,-23.0,-11.0,-10.0,-28.0,-13.0,county
2021,下水内郡,-9.0,-13.0,-3.0,-6.0,-8.0,-1.0,-3.0,-5.0,-2.0,county
2021,岐阜市,-20.0,-244.0,-283.0,-31.0,-183.0,-97.0,11.0,-61.0,-186.0,city
2021,大垣市,-24.0,-64.0,-104.0,-8.0,-39.0,-17.0,-16.0,-25.0,-87.0,city
